cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency
c14,baseline,1,"[""r115""]",,,"high-speed usb 3.1 performance in a usb type-c drive easily free up space on your smartphone or quickly transfer files between devices at usb 3.1 high speeds of up to 150mb/s. with a reversible usb type-c connector and a traditional usb connector, the sandisk ultra dual drive usb type-c lets you quickly and easily transfer files between smartphones, tablets and computers. plus the sandisk memory zone app for android (available on google play) helps you manage your device’s memory and your content. the sandisk ultra dual drive usb type-c is the perfect liaison between your new usb type-c device and your devices with traditional usb ports.the flash drive for usb type-c devices designed specifically for next-generation devices with the new usb type-c port. the reversible connector has a symmetric design, so that it’s always right-side up, making it easy and fast to plug in.high-speed usb 3.1 high-speed usb 3.1 performance of up to 150mb/s means you spend less time waiting to transfer your photos, videos, songs, and other files between devices.dual usb type-c and usb type-a connectors with dual connectors, the sandisk ultra dual drive usb type-c lets you free up space on your smartphone or tablet, or transfer files between multiple devices, whether it has a usb type-c port or the traditional usb type-a port.sandisk memory zone app for easy file management available from the google play store, the sandisk memory zone app lets you view, access, and back up all the files from your phone's memory in one location. it can also automatically move files from your device to your drive to free up space.kapacitet: 32 gbenhedsgrænseflade: usb type-a / usb type-cusb version: 3.2 gen 1 (3.1 gen 1)læse hastighed usb 3.2 gen 1 (3.1 gen 1): 150 mb/sunderstøttede windows-operativsystemer: windows 10 education,windows 10 education x64,windows 10 enterprise,windows 10 enterprise x64,windows 10 home,windows 10 home x64,windows 10 pro,windows 10 pro x64,windows 7 enterprise,windows 7 enterprise x64,windows 7 home basic,windows 7 home basic x64,windows 7 home premium,windows 7 home premium x64,windows 7 professional,windows 7 professional x64,windows 7 starter,windows 7 starter x64,windows 7 ultimate,windows 7 ultimate x64,windows 8,windows 8 enterprise,windows 8 enterprise x64,windows 8 pro,windows 8 pro x64,windows 8 x64,windows vista business,windows vista business x64,windows vista enterprise,windows vista enterprise x64,windows vista home basic,windows vista home basic x64,windows vista home premium,windows vista home premium x64,windows vista ultimate,windows vista ultimate x64mac kompabilitet: jaunderstøttede mac-operativsystemer: mac os x 10.10 yosemite,mac os x 10.11 el capitan,mac os x 10.12 sierra,mac os x 10.13 high sierra,mac os x 10.6 snow leopard,mac os x 10.7 lion,mac os x 10.8 mountain lion,mac os x 10.9 mavericksunderstøttede mobile operativsystemer: androidformfaktor: glidefarve på produkt: sort, sølvnøglering: nejfingeraftrykslæser: nejpin-kode-sikret adgang: nejbeskyttelse af adgangskode: nejdriftstemperatur (t-t): 0 - 45 °copbevaringstemperatur (t-t): -10 - 70 °cbredde: 38,1 mmdybde: 9,4 mmhøjde: 20,1 mmvægt: 9,1 gpakke bredde: 101,6 mmpakke dybde: 11,7 mmpakke højde: 152,4 mmpakkevægt: 28,3 gpakketype: blisterantal pr. pakke: 1 stkantal pr. hovedkasse (udvendig): 25 stkhovedkasse (ekstern), bredde: 11,9 cmhovedemballage (ekstern) længde: 19,2 cmydre emballage, højde: 18,1 cmmaster kartonvægt: 797,5 g",,dkk
c15,baseline,45,"[""r119"", ""r270"", ""r271"", ""r272"", ""r273"", ""r274"", ""r275"", ""r576"", ""r577"", ""r580"", ""r581"", ""r678"", ""r679"", ""r680"", ""r681"", ""r682"", ""r683"", ""r732"", ""r733"", ""r734"", ""r735"", ""r736"", ""r737"", ""r798"", ""r799"", ""r800"", ""r801"", ""r802"", ""r803"", ""r1092"", ""r1093"", ""r1094"", ""r1095"", ""r1097"", ""r1098"", ""r1099"", ""r1100"", ""r1101"", ""r1102"", ""r1103"", ""r1326"", ""r1327"", ""r1328"", ""r1329"", ""r1330""]",sandisk 64gb sqxcy extreme pro microsdxc memory card (sdsqxcy-064g-gn6ma)-wrty ltd lifet w/distributor,sandisk,"fast enough to keep up with the action get extreme speeds for fast transfer, app performance, and 4k uhd.2 ideal for your android smartphone, action cameras or drones, this high-performance microsd card does 4k uhd video recording, full hd video and high-resolution photos. the super-fast sandisk extreme® microsdxc memory card reads up to 160mb/s and writes up to 90mb/s. plus, it’s a2-rated, so you can get fast application performance for an exceptional smartphone experience. save time transferring content quick read speeds of up to 160mb/s let you transfer 1000 high-resolution photos and 30 minutes of 4k video (24gb) in less than 3 minutes.product descriptionfast enough to keep up with the action get extreme speeds for fast transfer, app performance, and 4k uhd.2 ideal for your android smartphone, action cameras or drones, this high-performance microsd card does 4k uhd video recording, full hd video and high-resolution photos. the super-fast sandisk extreme® microsdxc memory card reads up to 160mb/s and writes up to 90mb/s. plus, it’s a2-rated, so you can get fast application performance for an exceptional smartphone experience. save time transferring content quick read speeds of up to 160mb/s let you transfer 1000 high-resolution photos and 30 minutes of 4k video (24gb) in less than 3 minutes. write speeds of up to 90mb/s capture fast-action photos or shoot 4k uhd video2 with write speeds of up to 90mb/s.the sandisk extreme® microsdxc™ uhs-i card lets you shoot more and faster. great for capturing 4k uhd video2 ideal for recording outdoor adventures, weekend trips, or sporting events without skipping frames. with up to 400gb1, the sandisk extreme® microsd uhs-i card lets you capture uninterrupted 4k uhd and full hd video with its uhs speed class 3 (u3) and video speed class 30 (v30) ratings. load apps faster with a27 get faster app performance for an outstanding smartphone experience thanks to the sandisk extreme® microsd card’s a2 specification. durable design for use in extreme environments sandisk extreme® microsdhc™ and microsdxc™ uhs-i cards are shockproof, temperature-proof, waterproof, and x-ray-proof, so you can enjoy your adventures without worrying about the durability of your memory card. compatible with mobilemate® usb 3.0 reader use the mobilemate® usb 3.0 microsd™ card reader with transfer speeds of up to 160mb/s, so you can move big files fast, move a lot of files fast or just make frequent file transfers that much quicker.warrantylimited lifetime",1.1970000000008e4,gbp
c16,baseline,1,"[""r139""]",,,the ubiquiti poe-48-24w-g is a uniquely reliable adapter that supports passive type powering through the ethernet network.,,hkd
c17,baseline,1,"[""r140""]",ubiquiti spare poe48v giga ports 24watt incl 230v cable (poe-48-24w-g),,,300.00,
c18,baseline,1,"[""r177""]",,,,,usd
c19,baseline,15,"[""r180"", ""r181"", ""r182"", ""r183"", ""r184"", ""r185"", ""r642"", ""r643"", ""r644"", ""r645"", ""r646"", ""r647"", ""r1520"", ""r1521"", ""r1523""]",0000071495| nikon nikkor af-s 24-85mm f/3.5-4.5g ed vr lens,nikon,"the nikon af-s nikkor 24-85mm f/3.5-4.5g ed vr lens features a wide to medium tele 3.5x zoom and vr image stabilization. it's an excellent standard lens that can be used for everyday shooting. the 24 - 85mm focal length can cover everything from wide-angle shots to portrait shooting. it lets you shoot up to four shutter speeds slower, thanks to the vr image stabilization. and, it affords superior close focusing at 1.25 feet away from every focal length.in addition to the obvious advantages a reliable everyday lens provides, it also employs a 7-blade rounded diaphragm opening, three aspherical lens elements and one extra-low dispersion ed element. product descriptionthe nikon af-s nikkor 24-85mm f/3.5-4.5g ed vr lens features a wide to medium tele 3.5x zoom and vr image stabilization. it's an excellent standard lens that can be used for everyday shooting. the 24 - 85mm focal length can cover everything from wide-angle shots to portrait shooting. it lets you shoot up to four shutter speeds slower, thanks to the vr image stabilization. and, it affords superior close focusing at 1.25 feet away from every focal length.in addition to the obvious advantages a reliable everyday lens provides, it also employs a 7-blade rounded diaphragm opening, three aspherical lens elements and one extra-low dispersion ed element. the 7-bladed rounded diaphragm allows for beautiful bokeh and blurred background effects in photos with a shallow depth of field.having one ed glass element and three aspherical elements means this lens will provide you and your camera with spectacular image quality, clarity and contrast in every frame you capture. it's suited for all levelsof photography and video capture, from amateur to professional. plus, it touts features like nikon's super integrated coating, internal focus, silent wave motor and m/a (manual/auto) focus mode switch.features- for fx-format dslrs- wide-angle to medium telephoto 3.5x zoom- three aspherical lens elements- one extra-low dispersion lens element- nikon vr image stabilization- nikon super integrated coating- silent wave motor & superior close focus- m/a (manual/auto) focus mode switch- round 7-blade diaphragm & internal focusproduct specificationsspecificationsperformancefocal length 24 - 85mmcomparable focal length: 36 - 127.5 mmaperture maximum: f/3.5 - 4.5minimum: f/22 - 29camera mount type nikon fformat compatibility nikon fx/35mm filmangle of view 28° - 84° / dx picture angle: 18° - 61°minimum focus distance 1.25' (.38 m) 2magnification 3.5xmaximum reproduction ratio 1:0elements/groups 16/11diaphragm blades 7featuresimage stabilization yes autofocus yesphysicalfilter thread front:72 mmdimensions (dxl) approx. 3.1 x 3.2\"" (7.87 x 8.13 cm)weight 1.02 lb (465 g)warrantywarranty:limited 2 year",1.9695e2,aud
c2,baseline,1,"[""r7""]",,,shimano's top level 11-speed chain for road and mtb riders that want the best drivetrain performance possible.compatible with both dura-ace and xtr groupsets.includes 1 x quick-link for easy chain removal and installation.comes with 116 links.also suitable for use on e-bikes.,,aud
c20,baseline,57,"[""r192"", ""r193"", ""r194"", ""r195"", ""r196"", ""r197"", ""r216"", ""r217"", ""r218"", ""r219"", ""r220"", ""r221"", ""r306"", ""r307"", ""r308"", ""r309"", ""r310"", ""r311"", ""r324"", ""r325"", ""r326"", ""r327"", ""r328"", ""r329"", ""r606"", ""r607"", ""r608"", ""r609"", ""r610"", ""r611"", ""r984"", ""r985"", ""r986"", ""r987"", ""r988"", ""r989"", ""r1002"", ""r1003"", ""r1004"", ""r1005"", ""r1006"", ""r1007"", ""r1236"", ""r1237"", ""r1238"", ""r1239"", ""r1240"", ""r1241"", ""r1284"", ""r1285"", ""r1288"", ""r1289"", ""r1560"", ""r1562"", ""r1563"", ""r1564"", ""r1565""]","cisco catalyst 2960-plus | ws-c2960+24tc-l catalyst 2960 plus 24 port 10/100, 2x1g sfp/rj-45, lan base",cisco,highest quality cisco products,2995.01643,usd
c21,baseline,1,"[""r199""]",,,,,rub
c22,baseline,12,"[""r210"", ""r211"", ""r212"", ""r213"", ""r214"", ""r215"", ""r1566"", ""r1567"", ""r1568"", ""r1569"", ""r1570"", ""r1571""]","d'addario ej16 phosphor bronze acoustic guitar strings, light, 12-53",daddario,"ej17 is a medium phosphor bronze set that offers heavier gauges for increased volume and projection. the increased tension makes them ideal for drop or altered tunings as well. since d'addario introduced phosphor bronze guitar strings in 1974, they have been synonymous with warm and well-balanced acoustic tone.pioneered in 1974 and still revered today, phosphor bronze has become synonymous with warm, well-balanced acoustic tone. d'addario phosphor bronze strings are precision wound with corrosion-resistant phosphor bronze onto a carefully drawn, hexagonally shaped, high carbon steel core. the result is long-lasting, bright sounding tone with excellent intonation.gauges .013 .017 .026 .035 .045 .056features+mediumset+ideal for: all genresdetailssku:ej17",6.99,usd
c23,baseline,30,"[""r222"", ""r223"", ""r224"", ""r225"", ""r226"", ""r227"", ""r438"", ""r439"", ""r440"", ""r441"", ""r442"", ""r443"", ""r864"", ""r865"", ""r866"", ""r867"", ""r868"", ""r869"", ""r1632"", ""r1633"", ""r1634"", ""r1635"", ""r1636"", ""r1637"", ""r1752"", ""r1753"", ""r1754"", ""r1755"", ""r1756"", ""r1757""]",evans emad 2 clear batter bass drumhead 22 in.,evans,"evans ec2 clear series contains two plies of 7mil film for optimized attack, tone, length of sustain, and ease of tuning for each size head. this drumhead features sound shaping technology (sst) for a well-balanced sound, incorporated with evans level 360 technology for ease of tuning, extended pitch range and optimum quality of sound.product featurestreatment: clearply: 2technology: sstmade using two plies of 7mil film, which offer consistency and durability for longer playing timeexclusive sound shaping technology (sst) provides the ideal amount of dampening tailored for each individually sized drumheadunique translucent coating delivers additional warmth, focus, and depthexclusive evans level 360 technology collar design ensures proper contact between drumhead and drum shellall evans drumheads are designed, engineered, and manufactured in the usa",48.99,usd
c24,baseline,32,"[""r228"", ""r229"", ""r230"", ""r231"", ""r232"", ""r233"", ""r486"", ""r487"", ""r488"", ""r489"", ""r490"", ""r491"", ""r708"", ""r709"", ""r710"", ""r712"", ""r876"", ""r877"", ""r878"", ""r879"", ""r880"", ""r881"", ""r1086"", ""r1087"", ""r1088"", ""r1090"", ""r1091"", ""r1437"", ""r1596"", ""r1597"", ""r1598"", ""r1599""]",bx80677i37100 intel core i3 i3-7100 dual-core 2 core 3.90 ghz socket h4 lga-1151pack 512 kb 3 mb cache 64-bit processing 14 nm processor. new retail factory sealed with full manufacturer warranty.,intel,brandintelprocessors typedesktopseriescore i7 8th gennameintel core i7-8700kmodelbx80684i78700kdetailscpu socket typelga 1151 (300 series)core namecoffee lake# of cores6-core# of threads12operating frequency3.7 ghzmax turbo frequency4.7 ghzl3 cache12mbmanufacturing tech14nm64-bit supportyeshyper-threading supportyesmemory typesddr4-2666memory channel2virtualization technology supportyesintegrated graphicsintel uhd graphics 630graphics base frequency350 mhzgraphics max dynamic frequency1.2 ghzpci express revision3.0max number of pci express lanes16thermal design power95wcooling devicecooling device not included - processor only,32299.00,usd
c25,baseline,1,"[""r241""]",,,,,eur
c26,baseline,1,"[""r247""]",,,,,
c27,baseline,1,"[""r252""]",,,,,mxn
c28,baseline,1,"[""r263""]",250gbwd - black high-performance nvme pcie gen3 (wds250g3x0c),,,7418.00,
c29,baseline,53,"[""r264"", ""r265"", ""r266"", ""r267"", ""r268"", ""r269"", ""r474"", ""r475"", ""r476"", ""r477"", ""r478"", ""r479"", ""r552"", ""r553"", ""r554"", ""r555"", ""r556"", ""r557"", ""r912"", ""r913"", ""r914"", ""r915"", ""r916"", ""r917"", ""r972"", ""r973"", ""r974"", ""r975"", ""r976"", ""r977"", ""r1026"", ""r1027"", ""r1028"", ""r1029"", ""r1030"", ""r1031"", ""r1122"", ""r1123"", ""r1124"", ""r1125"", ""r1126"", ""r1127"", ""r1434"", ""r1435"", ""r1436"", ""r1438"", ""r1439"", ""r1704"", ""r1705"", ""r1706"", ""r1707"", ""r1708"", ""r1709""]",amd ryzen 5 3400g picasso 3.7ghz quad-core am4 boxed processor with wraith spire cooler,amd,"included:1 x ram long clamp arm c size 1.5\"" (ram-201u-d)theram-201u-dlong length (23cm) double socket arm features a socket at both endssuitable for c size (1.5\"") balls.inside the ram-201u-d arm, a single spring keeps the socket open, allowing you to insert the ball in to the socket connection. ram's socket technology allows for almost infinite adjustment to achieve the perfect viewing angle.specificationsmaterial:powder coated marine grade aluminumball size:1.5\"" rubber ball \""c\"" sizeoverall length: 9.125\"" (23.17cm)socket-to-socket length: 8\"" (20.32cm)weight:1.64 lbs.lifetime warrantynote:the \""u\"" in the part number reflects product packaged in poly bag.help",26.99,aud
c3,baseline,16,"[""r12"", ""r13"", ""r14"", ""r15"", ""r16"", ""r17"", ""r978"", ""r979"", ""r980"", ""r983"", ""r1740"", ""r1741"", ""r1742"", ""r1743"", ""r1744"", ""r1745""]",cm / coolermaster masterliquid ml120r argb cpu cooler (mlx-d12m-a20pc-r1)-wrty w/banleong,cooler master,"mastercase h500mchoose between the mesh front panel for optimized airflow or the glass option for a balance of aesthetics and performance with the included accessory. move air stylishly and quietly with two 200mm addressable rgb fans controlled by an included addressable rgb controller. edge-to-edge glass side panels on both sides, a glass top panel, and a glass front panel offer a clear and comprehensive system view. relieve the stress of weight and reinforce larger, longer graphics cards with an included adjustable graphics card support arm. the front panel is compatible with up to 360mm radiators, including support for 200mm sized radiators. the top bracket supports up to 360mm radiators along with 200mm fans. a dedicated water pump bracket offers mounting options directly atop the psu shroud.interchangeable front panels addressable rgb fans & controller four tempered glass panels adjustable graphics card support arm watercooling support covers for clean building rich connectivitytechnical specificationsproduct name mastercase h500mmodel mcm-h500m-ihnn-s00available color iron greymaterials outlook: steel mesh, glassbody: steelside panel: tempered glassdimensions (lxwxh) 544 x 248 x 546mm / 21.4 x 9.8 x 21.5 inchmotherboard support mini-itx, micro-atx, atx, e-atx (support upto 12\"" x 10.7\"")expansion slots 7 + 2 (support vertical graphics card installation)5.25\"" drive bays nocombo 3.5\"" / 2.5\"" drive bays 22.5\"" ssd drive bays 6i/o port usb 3.1 type-c x 1usb 3.0 type-a x 4audio in & out (supports hd audio)pre-installed fan(s) - front 200mm argb fan x 2 (speed: 800rpm / connector: 3pin + argb 3pin)pre-installed fan(s) - rear 140mm fan x 1 (speed: 1200rpm / connector: 3pin)fan support - top 120 fan x 3 or 140mm/200mm fan x 2fan support - front 120/140mm fan x 3 or 200mm fan x 2fan support - rear 120/140mm fan x 1liquid cooling support - top 120mm, 140mm, 240mm, 280mm, 360mm (maximum thickness clearance 43mm)liquid cooling support - front 120mm, 140mm, 200mm, 240mm, 280mm, 360mm (70mm clearance w/radiator lid & m.portremoved)liquid cooling support - rear 120mm, 140mmclearance - cpu cooler190mmclearance - graphics card 412mmclearance - power supply 200mmpower supply support bottom mount, atx ps2ean code 4719512072165upc code 884102044663.",128.00,gbp
c30,baseline,1,"[""r277""]",,,,,zar
c31,baseline,1,"[""r283""]",,,,,
c32,baseline,18,"[""r288"", ""r289"", ""r290"", ""r291"", ""r292"", ""r293"", ""r894"", ""r895"", ""r896"", ""r897"", ""r898"", ""r899"", ""r1416"", ""r1417"", ""r1418"", ""r1419"", ""r1420"", ""r1421""]",ernie ball 2225 extra slinky nickel wound electric guitar strings; 8-38,ernie ball,"untitled document power slinky electric guitar strings £15.95 = 3 full packs 11 - 48no. of strings6-string setgauge range11 - 48gauges11 , 14 , 18 , 28 , 38 , 48 . (plain 3rd)wrap materialnickel platedconstructionround woundhex core / round corehex coreball end / double ball endball endcoated / non-coatednon-coatedernie ball power slinky electric strings are a perfect match for those who like chunky rhythms for rock and roll or blues.power slinkys have long been favored by slash, metallica, & kenny wayne shepherd due to the thicker gauge combination providing a slightly more powerful tone. these strings are precision manufactured to the highest standards and most exacting specifications to ensure consistency, optimum performance, and long life. power slinky wound strings are made from nickel plated steel wire wrapped around a hex shaped steel core wire.the plain strings are made of specially tempered tin plated high carbon steel; producing a well balanced tone for your guitar.gauges .011 .014 .018p .028 .038 .048£15.95 = 3 full packswe accept the following payment types:- we use the following delivery methods: please note free delivery is to uk mainland only where applicable.all orders for isles or offshore will incur delivery charges at international rates.",4.99,usd
c33,baseline,1,"[""r331""]",,,"tp-link 24-port 10/100 switch 19\""-rack",,gbp
c34,baseline,1,"[""r332""]","switch rack tp-link/24ptos fast/save energy 40%/19""/tl-sf1024",,,1159.5,
c35,baseline,30,"[""r348"", ""r349"", ""r350"", ""r351"", ""r352"", ""r353"", ""r666"", ""r667"", ""r668"", ""r669"", ""r670"", ""r671"", ""r858"", ""r859"", ""r860"", ""r861"", ""r862"", ""r863"", ""r1110"", ""r1111"", ""r1112"", ""r1113"", ""r1114"", ""r1115"", ""r1290"", ""r1291"", ""r1292"", ""r1293"", ""r1294"", ""r1295""]",fujifilm xf 56mm f/1.2 r prime lens (r2500 cashback with fujifilm),fujifilm,"the fujifilm instax square film boasts of high-quality professional instant photograph technology in a square format. it is compatible with any instax square camera or printer including instax sq6, sq20 and share sp-3.pack contains 20 sheetsguarantees accurate colour and sharpnessideal for scrapbooks or photo albumslong lasting sheet",449.95,eur
c36,baseline,18,"[""r366"", ""r367"", ""r368"", ""r369"", ""r370"", ""r371"", ""r924"", ""r925"", ""r926"", ""r927"", ""r928"", ""r929"", ""r1782"", ""r1783"", ""r1784"", ""r1785"", ""r1786"", ""r1787""]",tissot seastar watch 1000 automatic black rubber blue dial t120.407.17.041.00,tissot,"the tissot seastar 1000 merges style and performance without compromising either. the diving inspiration shapes both the appearance and the functionality of this watch. it maintains its performance to a pressure of 30 bar (300m/1'000ft), combining underwater sports and a preference for a sophisticated swiss timepiece. the diving theme continues through elements such as a unidirectional bezel, a strap with a divers' safety buckle, plus luminescent hands and markings.additional information:collection: t-sportcase material: stainless steelcrystal: sapphiremovement:swiss quartzcase size: 45.5 mmdial: blackanti-clockwise rotating bezel, ceramic bezel ring, screw-down crown and case back, see-through case backwater resistance: 30 bar (300 m) / (100 ft)model:eta g10.212caliber:13 1/4'''strap color: greybuckle type:folding clasp with safety and diver extensionstrap type: stainless steelstrap reference:t6050426012 year international warranty","2,550.00",eur
c37,baseline,2,"[""r372"", ""r373""]",,,,,gbp
c38,baseline,1,"[""r374""]","1tb red wd10jfcx, 5400 rpm, sata 6gb/s, 16mb cache, 2.5-inch hdd",,,82.31,
c39,baseline,1,"[""r375""]",,,,,pln
c4,baseline,150,"[""r18"", ""r19"", ""r20"", ""r21"", ""r22"", ""r23"", ""r96"", ""r97"", ""r98"", ""r99"", ""r100"", ""r101"", ""r150"", ""r151"", ""r152"", ""r153"", ""r154"", ""r155"", ""r246"", ""r248"", ""r249"", ""r250"", ""r251"", ""r276"", ""r278"", ""r279"", ""r280"", ""r281"", ""r504"", ""r505"", ""r506"", ""r507"", ""r508"", ""r509"", ""r612"", ""r613"", ""r614"", ""r615"", ""r617"", ""r618"", ""r619"", ""r620"", ""r621"", ""r622"", ""r623"", ""r672"", ""r673"", ""r674"", ""r675"", ""r676"", ""r677"", ""r792"", ""r793"", ""r794"", ""r795"", ""r796"", ""r797"", ""r810"", ""r811"", ""r812"", ""r813"", ""r815"", ""r828"", ""r829"", ""r830"", ""r831"", ""r832"", ""r833"", ""r870"", ""r871"", ""r872"", ""r873"", ""r874"", ""r875"", ""r882"", ""r883"", ""r884"", ""r885"", ""r886"", ""r887"", ""r1182"", ""r1183"", ""r1184"", ""r1185"", ""r1186"", ""r1187"", ""r1230"", ""r1231"", ""r1232"", ""r1233"", ""r1234"", ""r1235"", ""r1278"", ""r1279"", ""r1280"", ""r1281"", ""r1282"", ""r1283"", ""r1338"", ""r1339"", ""r1340"", ""r1341"", ""r1342"", ""r1343"", ""r1386"", ""r1387"", ""r1388"", ""r1389"", ""r1390"", ""r1391"", ""r1440"", ""r1441"", ""r1442"", ""r1443"", ""r1444"", ""r1445"", ""r1452"", ""r1453"", ""r1454"", ""r1455"", ""r1456"", ""r1457"", ""r1602"", ""r1603"", ""r1604"", ""r1605"", ""r1606"", ""r1607"", ""r1614"", ""r1615"", ""r1616"", ""r1618"", ""r1619"", ""r1638"", ""r1639"", ""r1640"", ""r1641"", ""r1642"", ""r1643"", ""r1674"", ""r1676"", ""r1677"", ""r1678"", ""r1679"", ""r1764"", ""r1765"", ""r1766"", ""r1767"", ""r1768"", ""r1769""]",asus graphics card dual rtx 2060 oc evo 6gb ddr6 2x hdmi 1x dvi-d 1 x display port 2 x fan max display support:4 500w 3 year carry in warranty,asus,warranty : 3 years with local distributor - avertek,"€1.229,00",eur
c40,baseline,1,"[""r376""]",,,,,eur
c41,baseline,29,"[""r384"", ""r385"", ""r386"", ""r387"", ""r388"", ""r389"", ""r690"", ""r691"", ""r692"", ""r693"", ""r694"", ""r695"", ""r1032"", ""r1033"", ""r1034"", ""r1035"", ""r1036"", ""r1037"", ""r1104"", ""r1105"", ""r1106"", ""r1107"", ""r1108"", ""r1109"", ""r1170"", ""r1171"", ""r1172"", ""r1173"", ""r1174""]",genuine dymo black on white d1 12mm x 5.5m polyester tape cartridge (dymo 16959 permanent tape),,s0720680 dymo,49.00,eur
c42,baseline,1,"[""r395""]","apple airpods pro, kopfhrer - eu",,,,
c43,baseline,23,"[""r420"", ""r421"", ""r422"", ""r423"", ""r424"", ""r425"", ""r654"", ""r655"", ""r656"", ""r657"", ""r658"", ""r659"", ""r786"", ""r787"", ""r788"", ""r790"", ""r791"", ""r1554"", ""r1555"", ""r1556"", ""r1557"", ""r1558"", ""r1559""]","maxxis maxxis, assegai, tire, 27.5''x2.50, folding, tubeless ready, 3c maxx terra, exo+, wide trail, 120tpi, black",maxxis,"- compatible with ebike 27.5\"" for enduro use - new exo + casing (exo plus), born from the union between silkshield and exo, which offers total heel-to-heel protection, against cuts and punctures - high excellent anchors on any soil, dusty or on roots and wet rocks - compound: 3c maxx terra, three different compounds, with long durability on the center and two progressively softer compounds on the shoulders for superlative hold and stability - suitable for both front and rear tires - etrto: 63-584 - 120tpi - size 27.5\"" x 2.50\"" - foldable - tubeless ready - weight: 1050 grams tyres, mtb 27.5, price € 42,50eur maxxis code tb00172400 4717784037837",80.00,usd
c44,baseline,1,"[""r428""]","epson (t1285) multipack róka (t1281,t1282,t1283,t1284) c13t12854010",,,15999,
c45,baseline,1,"[""r431""]",epson t1285 multipack standard capacity patronok (eredeti),,,16257,
c46,baseline,1,"[""r447""]",,,,,gbp
c47,baseline,5,"[""r450"", ""r451"", ""r452"", ""r453"", ""r454""]",apc schneider replacement batt cartridge no.133,,"tested and approved to restore the performance of your apc ups. it maintains ups safety certifications (ul, vde, and csa) and lifetime equipment protection policy (as applicable). it designed by apc by schneider electric exclusively for apc ups's for complete compatibility with the intelligent battery management system.",415.00,usd
c48,baseline,1,"[""r455""]",apc apcrbc133 sealed lead acid (vrla),,,0.0,
c49,baseline,1,"[""r464""]","epson t7012 patron cyan 3,4k (eredeti)",,,14291,
