cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency,used_llm_fusion
c15,llm_assisted,1,"[""r62""]","bicycle chain, cn-hg601-11, for 11-speed (road/mtb/e-bike compatible), 116 links(w/quick link, sm-cn900-11), ind.pack",,super narrow lightweight 11-speed hg-ev symmetrical design chain for smooth shifts and maximum durability.,44.99,cad,0
c150,llm_assisted,1,"[""r1222""]",pfi-207 bkcanon ipf680/685/780/785 (300ml) 8789b001,,,,,0
c151,llm_assisted,1,"[""r1256""]",spd sl cleats - pair - self aligning / black & yellow,,repacement cleats for all shimano spd-sl pedals.supplied with fixing bolts.sm-sh10 - red & black - fixed cleat.sm-sh11 - yellow & black - self aligning.sm-sh12 - blue & black - front pivot centre.,15.99,gbp,0
c152,llm_assisted,1,"[""r1263""]","wd-elements hdd - 2to - 2.5 - usb 3\""",,,0.00,eur,0
c153,llm_assisted,1,"[""r1274""]","apple jack 3,5mm / lightning biela (mmx62zm/a)",,"apple jack 3,5mm / lightning biela (mmx62zm/a)",9.90,czk,0
c154,llm_assisted,1,"[""r1284""]",transceiver cisco sfp-10g-sr-s=,,"10gbase-sr sfp module, enterprise-class",2880,brl,0
c155,llm_assisted,1,"[""r1286""]",alcatel-lucent enterprise - 10g-sr sfp+ transceiver,,alcatel-lucent enterprise 10g-sr sfp+ transceiver (sfp-10g-sr),3332.00,nok,0
c156,llm_assisted,1,"[""r1287""]",cisco systems - cisco gbic sfp-10g-sr-s= 10g/lc sr/sfp+ sfp-10g-sr-s=,,cisco gbic sfp-10g-sr-s= 10g/lc sr/sfp+,3.4083e2,eur,0
c157,llm_assisted,1,"[""r1301""]",d-link/net/24x1gb poe switch /+ 4 sfp/l2/rm,,d-link 24 poe 10/100/1000 ports + 4 gigabit sfp ports web smart switch/ 48 gbps switching capacity/ fanless/ reset button x 1/ 13-inch/ 1u desktop,7689.19,zar,0
c158,llm_assisted,6,"[""r1302"", ""r1303"", ""r1304"", ""r1305"", ""r1306"", ""r1307""]","lexmark x945x2 x945x2kg black compatible high yield toner cartridge x940e, x945e",lexmark,"lexmark x945x2kg black compatible high yield toner cartridgecompatible printers: lexmark - x serieslexmark x940e, lexmark x945e",132.90,cad,1
c159,llm_assisted,1,"[""r1331""]","sandisk extremepro sd 32gb,uhs-ii, read up to 300mb/s , write up to 260mb/s , for super-fast continuous burst mode shots, maximum post-production workflow efficiency, and high-performance video recording",,"sandisk extremepro sd 32gb,uhs-ii, read up to 300mb/s , write up to 260mb/s , for super-fast continuous burst mode shots, maximum post-production workflow efficiency, and high-performance video recording",1.3494e2,nzd,0
c16,llm_assisted,15,"[""r84"", ""r85"", ""r86"", ""r87"", ""r88"", ""r89"", ""r303"", ""r304"", ""r305"", ""r468"", ""r469"", ""r470"", ""r471"", ""r472"", ""r473""]",garmin fenix 5x plus sapphire black with black band,garmin,high grade multisport gps smartwatch,849,eur,1
c160,llm_assisted,1,"[""r1363""]",butuc pedalier shimano deore xt bb-mt800,,2 rulmentitub internadaptor shimano tl-fc25 incluspentru cadre de 68 mm / 73 mm.,100.00,ron,0
c161,llm_assisted,6,"[""r1380"", ""r1381"", ""r1382"", ""r1383"", ""r1384"", ""r1385""]",chaqueta new era nfl new england patriots bomber,,,39430,huf,1
c162,llm_assisted,1,"[""r1396""]",dlink dgs-1100-08p switch 8port poe giga,,"description:powerful and ?exible networking solution for small, medium, and enterprise businesses.8 x 10/100/1000base-t poe portssupports ieee 802.3at poecompact design for convenient placementfanless design for silent operationinnovative d-link green energy saving featurescomplete web interface for comprehensive switch managementspecificationsport-based bandwidth control: yesclass of service (cos): yes802.3x flow control: yeshead-of-line (hol) blocking prevention: yesstore-and-forwarding: yescomply with rohs 6: yesenergy efficiency ethernet (eee): yes1000base-t poe interface: 8auto mdi/mdix: yes10/100/1000base-t poe ports: 8cpu speed: 62.5 mhzdram size: 48k bytesflash memory size: 2 mbpacket buffer size: 1.5 mbitsfan: fanlessjumbo frame: 9216 bytesloopback detection (lbd): yesmac address table size: 4160igmp snooping: yesmax igmp snooping groups: 128link aggregation group per device: 2 (static port trunk)max port per link aggregation group: 4 (static port trunk) only port 1-4 for group 1 only port 5-8 for group 2snmp; yesweb-based gui: yessnmp trap: yesd-link discover protocol (ddp): yesdhcp/bootp client: yesd-link network assistant: yesport mirroring: yescable diagnostics: yesswitch capacity: 16 gbpsmax. packet forwarding rate: 11.9 mppsmaximum poe budget: 64wpoe budget: 64 wrate limiting: yespower input ac:100 ~ 240 v (54v/1.574a power adapternumber of queue: 4queue handling: yesstrict priority queue (spq): yesweighted round robin (wrr): yesport security: yesbroadcast/multicast/unicast storm control: yestraffic segmentation: yes802.1d spanning tree (stp): yes802.1w rapid spanning tree (rstp); yessurge/lightning protection (ac power inet): 2kvsurge/lightning protection (all ethernet ports): 1kvdimension: 171 × 97.8 × 28.6 mmweight: 0.433 kgoperation temperature: 0 ~ 40 °cstorage temperature: - 40 ~ 70 °coperation humidity: 0% ~ 90% rhstorage humidity: 0% ~ 95% rhmaximum power consumption: 77.9 w (poe on) <br>4.6 w (poe off)operating altitude: 2000mstandby power consumption: 2.0 wmaximum heat dissipation: 265.85 btu/hracoustic: 0 dbmtbf: 786,841 hours802.1q vlan: yesvlan groups: 32port-based vlan: yesvoice vlan: static voice vlan onlysurveillance vlan: yesasymmetric vlan: yes",145,gbp,0
c163,llm_assisted,1,"[""r1407""]",manfrotto mvk500am 500 twin alu leg video system,,the manfrotto mvh500a fluid drag video head with mvt502am tripod and carry bag features a a fluid head with a wide platform to support the hdslr form factorand a 60 mm half ball for quick leveling without adjusting the legs. the head supports a maximum weight load of 11 pounds and has a built-in pre-set spring-loaded counterbalance of 5.3 pounds. it features a tilt range of -70°/+90° and it provides 360° panning rotation. the head also features a side lock system for the sliding qr plateand an integrated bubble level.the 2-stage tripod feature a 75 mm bowl and includes a 75 to 60 mm adapter so you can use the mvh500a head. the legs are individually adjustableand feature a mid level spreader for stability on uneven ground. the minimum height of the tripod and head is just over two feetfor getting low angle shotsand the maximum height is just over 5 feet. the legs feature non-removable feet suitable for exteriors and interiorsand are gentle on delicate floors. the included padded carry bag makes transporting your tripod and head simple and easy. specificationsfluid headload capacity11 lb (5 kg)materialaluminum alloyhead attachment fitting60 mm half ballcounter balance systemspring loadedcounter balance rangepre-set to 5.3 lb (2.4 kg)quick release/wedge plateyes - 500plongtilt dragfluid cartridge with fixed dragtilt range-70°/+90°tilt lockyesspring loaded counter balanceyespan dragfixedpan range360°pan lockyespan bar1 - includedleveling bubble/illuminatedyes/notemperature range-4 to 140°f (-20 - 60°c)height34.96 inch(12.6 cm)weight2.47 lb (1.12 kg)tripod legshead attachment fitting75 mm bowlnote: an included 60 mm to 75 mm adapter is required to use the head on the tripodmaterial of constructionaluminumstages2leg lock typeflipindependent leg spreadnofeetrubberspiked / retractable feetnoload capacity33 lb (15 kg)minimum height22.4 inch(56.9 cm)maximum height56.5 inch(143.5 cm)closed length24.2 inch(61.5 cm)weight4.3 lb (1.95 kg)head & tripodload capacity11 lb (5 kg)minimum height26.6 inch(67.6 cm)maximum height60.6 inch(153.9 cm)closed length28.4 inch(72.1 cm)weight6.8 lb (3.1 kg),805.95,nzd,0
c164,llm_assisted,1,"[""r1427""]","ubiquiti uap-ac-pro-5 wi-fi, 802.11 a/b/g/n/ac, 2.4/5.0 ghz, 2, web-based management, 1.3 gbit/s, power over ethernet (poe), 10,",,,2984.79,pln,0
c165,llm_assisted,1,"[""r1428""]",originali canon pg-40 + cl-41 pixma ip1200 ip1600 ip2200 ip1700 ip1900 ip1300,,compatibile con pixma ip1200 / pixma ip1600 / pixma ip2200 / pixma mp170 / pixma mp150 / pixma mp450 / pixma ip1700 / pixma mp160 / pixma mp460 / pixma ip2500 / pixma mp210 / pixma mp220 / pixma mx300 / pixma mx310 / pixma mp140 / pixma ip2600 / pixma mp190 / pixma ip1900 / pixma ip1300,48.4,eur,0
c166,llm_assisted,2,"[""r1429"", ""r1430""]",canon pg-40/cl-41 c/m/y ink cartridge multipack,,save on ink and enjoy the convenience of a multipack that includes a black and colour fine cartridge,35.00,sek,1
c167,llm_assisted,1,"[""r1435""]",amd ryzen 5 3400g 3.7 ghz quad-core am4 processor| yd3400c5fhbox,,4 cores & 8 threads3.7 ghz base clock4.2 ghz max boost clocksocket am42 mb l2 & 4 mb l3 cachedual-channel ddr4-2933 memoryintegrated radeon vega 11 graphicswraith spire cooler included,600.00,aed,0
c168,llm_assisted,18,"[""r1458"", ""r1459"", ""r1460"", ""r1461"", ""r1462"", ""r1463"", ""r1572"", ""r1573"", ""r1574"", ""r1575"", ""r1576"", ""r1577"", ""r1698"", ""r1699"", ""r1700"", ""r1701"", ""r1702"", ""r1703""]",sigma 35mm f/1.4 dg hsm art lens canon,sigma,sigma 35mm f1.4 dg art hsm eos mount lens,1059,aud,1
c169,llm_assisted,1,"[""r1466""]","wd 3tb my book desktop 3.5\"" usb3.0 e/hdd",,"wd 3tb my book desktop 3.5\"" usb3.0 e/hdd",1738.26,zar,0
c17,llm_assisted,159,"[""r102"", ""r103"", ""r104"", ""r105"", ""r106"", ""r107"", ""r108"", ""r109"", ""r110"", ""r111"", ""r112"", ""r113"", ""r141"", ""r143"", ""r144"", ""r145"", ""r146"", ""r147"", ""r148"", ""r149"", ""r240"", ""r242"", ""r243"", ""r244"", ""r245"", ""r253"", ""r255"", ""r256"", ""r257"", ""r330"", ""r333"", ""r334"", ""r335"", ""r432"", ""r433"", ""r434"", ""r435"", ""r436"", ""r437"", ""r492"", ""r493"", ""r494"", ""r495"", ""r496"", ""r497"", ""r540"", ""r541"", ""r542"", ""r543"", ""r544"", ""r545"", ""r948"", ""r949"", ""r950"", ""r951"", ""r952"", ""r953"", ""r996"", ""r997"", ""r998"", ""r999"", ""r1000"", ""r1001"", ""r1056"", ""r1057"", ""r1059"", ""r1060"", ""r1061"", ""r1116"", ""r1117"", ""r1118"", ""r1119"", ""r1120"", ""r1128"", ""r1129"", ""r1131"", ""r1176"", ""r1177"", ""r1178"", ""r1179"", ""r1180"", ""r1181"", ""r1206"", ""r1207"", ""r1208"", ""r1209"", ""r1210"", ""r1296"", ""r1297"", ""r1298"", ""r1299"", ""r1300"", ""r1320"", ""r1321"", ""r1322"", ""r1323"", ""r1324"", ""r1325"", ""r1332"", ""r1333"", ""r1334"", ""r1335"", ""r1336"", ""r1337"", ""r1368"", ""r1369"", ""r1370"", ""r1371"", ""r1372"", ""r1373"", ""r1392"", ""r1393"", ""r1394"", ""r1395"", ""r1397"", ""r1422"", ""r1423"", ""r1424"", ""r1425"", ""r1426"", ""r1488"", ""r1489"", ""r1491"", ""r1492"", ""r1493"", ""r1620"", ""r1622"", ""r1623"", ""r1624"", ""r1625"", ""r1680"", ""r1681"", ""r1682"", ""r1683"", ""r1684"", ""r1685"", ""r1722"", ""r1723"", ""r1724"", ""r1725"", ""r1726"", ""r1727"", ""r1770"", ""r1771"", ""r1772"", ""r1773"", ""r1774"", ""r1775"", ""r1776"", ""r1777"", ""r1778"", ""r1779"", ""r1780"", ""r1781"", ""r1788"", ""r1789"", ""r1790"", ""r1791"", ""r1793""]","tp-link archer t9uh | adapter wifi usb | ac1900, dual band",tp-link,arabirimusbveri hz1300 mbpsveri hz600 mbpsalma frekans2.4 ghzalma frekans5 ghzgaranti sresi24 ay,551.20,sek,1
c170,llm_assisted,4,"[""r1482"", ""r1483"", ""r1485"", ""r1487""]","samsung cf390 27"" 4ms hdmi curved monitor",,"68.58 cm (27\"") led full hd, va curved/1800r, 1920 ? 1080, 250 cd/m², 3000:1, 4 ms, hdmi, d-sub, a-class, 622.9 x 462.5 x 247.7 mm",187.46,eur,1
c171,llm_assisted,1,"[""r1484""]",samsung c27f390 27in full hd led monitor,,the samsung 27” curved monitor with 1. 8 m radius of arc wraps your field of vision like your local imax theatre screen.,19632.440,php,0
c172,llm_assisted,1,"[""r1490""]",ubiquiti networks uvc-g3-led security camera accessory,,"ir range extender, ø80 x 26mm, 75g",139.26,eur,0
c173,llm_assisted,4,"[""r1500"", ""r1501"", ""r1502"", ""r1505""]","benq lcd sw2700pt 27\"" w/ips led/2560x1440/5ms/dvi-dl/hdmi/2xusb3.0/flicker-free/vesa 9h.ldklb.qbe",benq,"27\"" benq sw2700pt colour management adobe rgb monitor, ahva ips panel, 2560x1440, 5ms, 350cd/m², dp 1.2/hdmi 1.4/dvi-d",1139,aud,1
c174,llm_assisted,1,"[""r1503""]","monitor 27 sw2700pt led qhd,ips,hdmi,dp,usb",,,3028,pln,0
c175,llm_assisted,1,"[""r1504""]","benq sw2700pt 27\"" 2kphotovue photographer monitor",,"benq sw2700pt 27\"" 2kphotovue photographer monitor",1.29899e3,nzd,0
c176,llm_assisted,6,"[""r1524"", ""r1525"", ""r1526"", ""r1527"", ""r1528"", ""r1529""]",park tool ct-5 mini bicycle chain tool,park tool,"park's mini chain brute chain tool goes anywhere and features a v-shaped handle, a super-strong replaceable pin, and fine threads to make chain removal and installation a breeze. the ct-5 works on...",16.95,usd,1
c177,llm_assisted,1,"[""r1561""]",ws-c2960x-24td-l- sfp lan base switch,,cisco catalyst 2960 x 24 gige lan base 2 x 10g sfp+ switch,1053.00,usd,0
c178,llm_assisted,2,"[""r1580"", ""r1581""]","16gb kit (2 x 8gb) vengeance lpx ddr4 3200mhz, cl16, black, dimm memory",,"16gb kit (2 x 8gb) vengeance lpx ddr4 3200mhz, cl16, black, dimm memory",79.91,usd,1
c179,llm_assisted,1,"[""r1582""]",corsair vengeance lpx lpx 16gb ddr4 3200mhz geheugenmodule,,"designed for high-performance overclocking on intel 100 series motherboardsvengeance lpx memory is designed for high-performance overclocking. the heatspreader is made of pure aluminum for faster heat dissipation, and the eight-layer pcb helps manage heat and provides superior overclocking headroom. each ic is individually screened for performance potential.the ddr4 form factor is optimized for the latest intel 100 series motherboards and offers higher frequencies, greater bandwidth, and lower power consumption than ddr3 modules. vengeance lpx ddr4 modules are compatibility-tested across 100 series motherboards for reliably fast performance. there’s xmp 2.0 support for trouble-free automatic overclocking. and, they’re available in multiple colors to match your motherboard, your components, or just your style.featurescompatibility tested across 100 series motherboards for reliably fast performancepart of our exhaustive testing process includes performance and compatibility testing on most every 100 series motherboard on the market – and a few that aren’t.designed for high-performance overclockingeach vengeance lpx module is built from an eight-layer pcb and highly-screened memory ics. the efficient heat spreader provides effective cooling to improve overclocking potential.pure aluminum heat spreader for faster heat dissipation and cooler operationoverclocking overhead is limited by operating temperature. the unique design of the vengeance lpx heat spreader optimally pulls heat away from the ics and into your system’s cooling path, so you can push it harder.the heat spreader doesn’t just allow vengeance lpx to run better… the aggressive yet refined form factor looks great in showcase systems.xmp 2.0 support for trouble-free, automatic overclockingmanually pushing your dram frequency can be a fun experiment, but sometimes you just want to get maximum performance without the hassle.intel 100 series-based motherboards support the new xmp 2.0 standard, and vengeance lpx dram does, too. turn it on, and it will automatically adjust to the fastest safe speed for your vengeance lpx kit. you’ll get amazing, reliable performance without lockups or other strange behavior.low-profile design fits in smaller spaceswhen the first mini-itx and micro atx motherboards for ddr4 are released, vengeance lpx will be ready. the small form factor makes it ideal for smaller cases or any system where internal space is at a premium.available in multiple colors to match your motherboard or your systemthe best high-performance systems look as good as they run. vengeance lpx is available in several colors to match your motherboard, your other components, your case… or just your favorite color.designed for enthusiasts. backed by corsair.world-famous reliability and performancethere's a reason why world-champion overclockers, extreme gaming enthusiasts and high-end system builders all trust corsair for high-performance memory that they can install with confidence and pride. whether you're breaking your own records or you're simply building a dream gaming rig, you can count on corsair memory.lifetime limited warrantyyour performance investment is protected. all of our memory products are backed by a limited lifetime warranty.the corsair advantagewith a long history of building enthusiast-grade memory and components, we've earned a reputation for quality, compatibility, and performance. need help? we're available by phone call, email or web forum.",7.595e1,eur,0
c18,llm_assisted,1,"[""r114""]",ultra usb 3.0 dual drive type c 32go,,sandisk ultra usb 3.0 dual drive type c 32gb,1.49e1,chf,0
c180,llm_assisted,1,"[""r1589""]",brother mfc-l2710dw multifunzione laser 1200 x 1200 dpi 30 ppm a4 wi-fi,,"mfc-l2710dn - 30ppm, 1200 x 1200dpi, 600mhz, 64mb, lcd, 48db, usb 2.0, wi-fi, ethernet, 440w, 11.8kg",184.49,eur,0
c181,llm_assisted,1,"[""r1600""]",intel cpu core i7 9700f (1151/3 ghz/12 mb),,,4.299e2,eur,0
c182,llm_assisted,1,"[""r1601""]",intel core i7 9700f coffee lake refresh eight core 3.0 ghz 1151,,"intel® optane™ memory supportedintel® optane™ memory is a revolutionary new class of non-volatile memory that sits in between system memory and storage to accelerate system performance and responsiveness. when combined with the intel® rapid storage technology driver, it seamlessly manages multiple tiers of storage while presenting one virtual drive to the os, ensuring that data frequently used resides on the fastest tier of storage. intel® optane™ memory requires specific hardware and software configuration.intel® turbo boost technologyintel® turbo boost technology dynamically increases the processor's frequency as needed by taking advantage of thermal and power headroom to give you a burst of speed when you need it, and increased energy efficiency when you don't.intel® virtualization technology (vt-x)intel® virtualization technology (vt-x) allows one hardware platform to function as multiple ?virtual? platforms. it offers improved manageability by limiting downtime and maintaining productivity by isolating computing activities into separate partitions.intel® virtualization technology for directed i/o (vt-d)intel® virtualization technology for directed i/o (vt-d) continues from the existing support for ia-32 (vt-x) and itanium® processor (vt-i) virtualization adding new support for i/o-device virtualization. intel vt-d can help end users improve security and reliability of the systems and also improve performance of i/o devices in virtualized environments.intel® vt-x with extended page tables (ept)intel® vt-x with extended page tables (ept), also known as second level address translation (slat), provides acceleration for memory intensive virtualized applications. extended page tables in intel® virtualization technology platforms reduces the memory and power overhead costs and increases battery life through hardware optimization of page table management.intel® tsx-niintel® transactional synchronization extensions new instructions (intel® tsx-ni) are a set of instructions focused on multi-threaded performance scaling. this technology helps make parallel operations more efficient via improved control of locks in software.intel® 64intel® 64 architecture delivers 64-bit computing on server, workstation, desktop and mobile platforms when combined with supporting software. intel 64 architecture improves performance by allowing systems to address more than 4 gb of both virtual and physical memory.instruction setan instruction set refers to the basic set of commands and instructions that a microprocessor understands and can carry out. the value shown represents which intel's instruction set this processor is compatible with.instruction set extensionsinstruction set extensions are additional instructions which can increase performance when the same operations are performed on multiple data objects. these can include sse (streaming simd extensions) and avx (advanced vector extensions).idle statesidle states (c-states) are used to save power when the processor is idle. c0 is the operational state, meaning that the cpu is doing useful work. c1 is the first idle state, c2 the second, and so on, where more power saving actions are taken for numerically higher c-states.enhanced intel speedstep® technologyenhanced intel speedstep® technology is an advanced means of enabling high performance while meeting the power-conservation needs of mobile systems. conventional intel speedstep® technology switches both voltage and frequency in tandem between high and low levels in response to processor load. enhanced intel speedstep® technology builds upon that architecture using design strategies such as separation between voltage and frequency changes, and clock partitioning and recovery.thermal monitoring technologiesthermal monitoring technologies protect the processor package and the system from thermal failure through several thermal management features. an on-die digital thermal sensor (dts) detects the core's temperature, and the thermal management features reduce package power consumption and thereby temperature when required in order to remain within normal operating limits.intel® identity protection technologyintel® identity protection technology is a built-in security token technology that helps provide a simple, tamper-resistant method for protecting access to your online customer and business data from threats and fraud. intel® ipt provides a hardware-based proof of a unique user's pc to websites, financial institutions, and network services; providing verification that it is not malware attempting to login. intel® ipt can be a key component in two-factor authentication solutions to protect your information at websites and business log-ins.coffeelake refreshbx80684i79700socket1151cpu size14nmnumber of cores8number of threads8clock speed3.0ghzturbo speed4.7ghzunlocked core multipliern/aprocessor graphicsn/agpu base speedn/agpu max speedn/agpu max resolutionn/acache12 mb smartcachemax tdp95wheatsinkyespackagingretail",399.00,gbp,0
c183,llm_assisted,1,"[""r1617""]",gigabyte rtx2080 ti aorus xtreme11gb gddr6 hdmi 3xdp usb-c,,giga vga 11gb rtx2080ti xtreme 3xdp/hdmi,1295,eur,0
c184,llm_assisted,1,"[""r1621""]","uvc-g4-proubiquiti professional indoor/outdoor, 4k video, 3x optical zoom, and poe support",,,3.05,ghs,0
c185,llm_assisted,1,"[""r1664""]",seagate 6tb 7200rpm sata-600 256mb nas hdd st6000ne000,,,81096,huf,0
c186,llm_assisted,1,"[""r1675""]",wired mouse desktop 3-button black,,"the comfortable, lower-profile shape feels good in either hand—even after a long day of work. you’ll enjoy smooth, precise cursor control that lets you edit documents and navigate the web more efficiently. it works right out of the box—you just plug it into your usb port and you’re ready for business.",11.79,eur,0
c187,llm_assisted,6,"[""r1686"", ""r1687"", ""r1688"", ""r1689"", ""r1690"", ""r1691""]",hikvision ds-3e0105p-e switch,,"the hikvision ds-3e0105p-e is a network switch poe. with a 100mbps port and 4 10/100mbps power over ethernet ports, hikvision's unique ds-3e0105p-e switch is a high-powered solution. it offers a simple no configuration setup, automated detection, and compliant energy input capabilities for consistent results. by providing a robust extended transmission mode, the unmanaged poe switch delivers optimal speeds of 10mbps across longer ranges (up to 250 meters). featureslayer 2 unmanaged poe switch4x 10/100mbps ethernet ports1x 100mbps uplinkieee 802.3af or 802.3at poe standard802.3af or 802.3at132 mm x 93.3 mm x 27.6 mmpower: 51 vdc, 63 watts max (psu included)operating temperature: 0 - 40cspecificationsportsnetwork ports:5poe port:4,10/100mbpsrj45portsuplink port:1,100methernetportstandardnetwork protocol:ieee802.3,802.3u,802.3x,802.3af,802.3atperformanceswitching capacity:1gbpsmax. forwarding rate:0.74mppshigh priority ports:port1forwarding mode:store-and-forwardmac address table:1kflow control:ieee802.3xfullduplexpower over ethernetpoe standard:ieee802.3af,ieee802.3atpoe power budget:58wworking mode:extendon:250m,10m,cat5eextendoff:100mgeneralpower supply:51vdc,1.25apower consumption:≤63wsurge protection:4kvworking temperature:temperature:0℃-40℃working humidity:humidity:10%-90%,non-condensingstorage temperature:temperature:-40℃-70℃storage humidity:humidity:5%-90%,non-condensingweight:0.299kgdimension:132mm*93.3mm*27.6mmdownloadsds-3e0105p-e_datasheet.pdf",38.40,eur,1
c188,llm_assisted,1,"[""r1693""]",crucial ct51264bf160bj 4gb ddr3 pc3-12800 unbuffered non-ecc,,"crucial 4gb ddr3 pc3-12800 unbuffered non-ecc 1.35v204-pin sodimmddr3 204-pin sodimm: approximately 2.66 in. by 1.18 in. (66 mm by 30 mm)in short, 204-pin small outline dual inline memory modules (sodimms) are the form factor used to provide ddr3 memory modules for notebook computers and other small form factor computing platforms. 204-pin sodimms are currently available in pc3-8500 (ddr3 1066mhz) and pc3-10600 (ddr3 1333mhz) speeds.to use ddr3 memory, your system must have both a 204-pin sodimm slot and a chipset that supports ddr3 memory. a ddr3 sodimm will not fit into ddr2 or ddr memory sockets. (information about which memory technology your system uses is included in the crucial memory advisor™ tool.)sodimms are smaller and thinner than regular dimms, and the 204-pin sodimm pcbs are always ~2.6 inches long and are usually around 1.18 inches high (though the heights can vary slightly). they consist of a number of memory components (usually black) that are attached to a printed circuit board (usually green). the number of memory components on a 204-pin sodimm’s printed circuit board (pcb) can vary, but the pcb will always have 102 pins on the front and the back both, for a total of 204 pins. the gold pins on the bottom of the sodimm provide the connection between the memory module and the memory socket.specificationecc: non-eccform factor: sodimmmodule size: 4gbkit qty: 1speed: 1600 mt/stracer: falsevoltage: 1.35vdimm type: unbufferedbullet features: increases system performancewarranty: limited lifetimespecs: ddr3 pc3-12800 • cl=11 • unbuffered • non-ecc • ddr3-1600 • 1.35v",943.00,mur,0
c189,llm_assisted,1,"[""r1695""]",crucial 4gb 1600mhz ddr3l so-dimm laptop memory sr,,"go faster and furthergo faster and further with a notebook or netbook memory upgrade from crucial. we?ve got quality sodimm memory for mobile systems. and because a memory upgrade is one of the easiest, most affordable ways to improve system performance, it?s the ideal solution for on the go users. if you count on your netbook or notebook, count on memory from crucial. crucial is a key brand in the lexar media family of products. so whether you?re focused on your family, friends, work or life outside of work crucial dram products help make computing more reliable, faster, and more effortless. with upgrades for nearly every pc and mac system out there, plus flash products and solid state drives, you can be sure that if it?s important to you, it?s safe with us. help your laptop performs at its best: designed to help your laptop run faster and smoother, a crucial memory upgrade is one of fastest, most affordable, and easiest ways to improve your system? performance. crucial memory empowers your laptop to achieve faster application loading times, faster system responsiveness and increased the ability to multitask and handle data-intensive programs. what does this mean? spend less time staring at loading screens and more time getting stuff done. crucial laptop modules are rigorously tested at both the component and module level to ensure that your memory meets our stringent compatibility and performance standards. every module crucial manufactures are tested for complete functionality before it leaves our doors. at a fraction of the price of your laptop, an investment in crucial memory helps your system get up to speed. crucial quality you can depend on: crucial is a trusted name when it comes to dram, and that? no coincidence. as a brand of micron, one of the largest manufacturers of dram in the world, crucial works with our engineers to design, refine, test, manufacture and support our extensive line of memory modules. to ensure that you get a reliable memory upgrade, crucial tests every module at the component and module level to make certain that it meets our exacting specifications. if it doesn?t meet or exceed the performance levels that crucial advertises, then it doesn?t leave our doors. with a product portfolio that includes thousands of upgrades for more than 50, 000 systems, crucial has one specifically designed for you.",47.15,usd,0
