entity_id,title,title__n_values,title__has_conflict,brand,brand__n_values,brand__has_conflict,description,description__n_values,description__has_conflict,price,price__n_values,price__has_conflict,priceCurrency,priceCurrency__n_values,priceCurrency__has_conflict
426443,epson t580500 light cyan 80ml ultra chrome stylus pro 3800 / 3880,6,1,epson,1,0,epson t5805 light cyan ink cartridge (t580500) for stylus pro 3800 printer.specificationsmanufacturer:...,3,1,6.012e1,6,1,eur,4,1
4275566,ubiquiti networks uap-ac-m-pro 1300mbit/s power over ethernet (poe) wit wlan toegangspunt,6,1,ubiquiti,1,0,"scalable enterprise wi-fi managementunifi is the revolutionary wi-fi system that combines enterprise performance, unlimited scalability, and a central management controller. the unifi ac mesh aps have a refined industrial design and can be easily installed using the included mounting hardware.easily accessible through any standard web browser, the unifi controller software is a powerful software engine ideal for high-density client deployments requiring low latency and high uptime performance.use the unifi controller software to quickly configure and administer an enterprise wi-fi network – no special training required. rf map and performance features, real-time status, automatic uap device detection, and advanced security options are all seamlessly integrated.featuressave money and save time unifi comes bundled with a non-dedicated software controller that can be deployed on an on-site pc, mac, or linux machine; in a private cloud; or using a public cloud service. you also have the option of using the unifi cloud key with built-in software.powerful hardwarethe unifi ac mesh aps feature wi-fi 802.11ac with plug & play mesh technology.intuitive unifi controller software configure and manage your aps with the easy-to-learn user interface.expandable unlimited scalability: build wireless networks as big or small as needed. start with one and expand to thousands while maintaining a single unified management system.",5,1,1.00895e3,6,1,gbp,5,1
431550,shimano sm-sh10 spd-sl road cleats (red/zero float),6,1,shimano,1,0,"this is the shimano spd-sl road cycling cleat set. for use with shimano spd-sl compatible pedals and available in 3 versions. red/ sm-sh10 is zero float or \""fixed\"", yellow/sm-sh11 is 6°float, and blue/sm-sh12 is 2° of float.three-hole spd-sl/look-style cleat mountspecifications:color: black/redcleat bolt pattern: spd-slfloat: 0 this product is expected to arrive on friday, october 9 2020",6,1,24.99,5,1,usd,4,1
435008,kingston technology datatraveler se9 g2 64gb usb flash drive usb type-a 3.0 (3.1 gen 1) silver,6,1,kingston,1,0,"store, transfer and share up to 128gb of your favourite photos, videos, music and more with kingston’s datatraveler® se9 g2 usb 3.0 flash drive. its stylish, capless design means there’s no cap to lose, and its ultra-small form factor fits any lifestyle. datatraveler se9 g2 now offers fast usb 3.0 speeds to save time when transferring, sharing or storing files. its durable, top-selling metal casing design and sturdy key ring can be customised by adding your logo and/or digital files to promote your organisation or brand.",5,1,9.99,5,1,eur,3,1
436858,canon 718y original toner cartridge yellow,6,1,canon,1,0,"the long term replacement solution for your colour printing needs, the 718 toner cartridge by canon is designed to meet any expectations you could have from such a printer component. made entirely of non-recycled parts, this cartridge is guaranteed to delivery results like no other. guaranteed to work with designated laser technology printers made by canon.the 718 yellow cartridge is compatible with a wide variety of i-sensys laser printers from canon. each cartridge has an approximate page yield of 2,900 pages, making it a great medium to long-term solution no matter the nature of your workplace.",4,1,431.00,5,1,sek,4,1
44290,sony 24mm f1.4 g-master full frame e-mount lens,6,1,sony,1,0,"combining a favored wide-angle focal length with an especially bright design, thefe 24mm f/1.4 gmfromsonyis a fast, versatile lens well-suited to landscape, nature, and street photography. its wide-but-usable perspective is complemented by the f/1.4 maximum aperture, which excels in low-light conditions and also offers increased control over depth of field. the optical design incorporates three extra-low dispersion elements to reduce chromatic aberrations and two xa (extreme aspherical) elements, which significantly control spherical aberrations for a high degree of image sharpness and clarity. additionally, a nano ar coating has been applied to limit ghosting and lens flare for increased contrast and color fidelity when working in strong lighting conditions.for controlling focus, a direct drive ssm (super sonic wave motor) is employed that is quick and quiet, and also lends more responsive control for manual focus operation. the lens also sports a dust- and moisture-sealed design and fluorine-coated front lens element to support shooting in inclement conditions and a dedicated focus hold button, af/mf switch, and manual aperture ring lend further control while shooting.as part of sony's esteemed g master series, this lens is designed to achieve notably high resolution and sharpness through the correction of a wide variety of spherical and chromatic aberrations. additionally, these lenses feature robust and intuitive-to-handle physical designs to benefit both photography and cine applications.versatile wide-angle prime is designed for full-frame sony e-mount mirrorless cameras, however can also be used on aps-c models where it provides a 36mm equivalent focal length.notably fast f/1.4 maximum aperture benefits working in difficult lighting conditions and also affords increased control over depth of field.two xa elements are incorporated into the optical design, which features superior surface precision for effective control over astigmatism, field curvature, coma, and other spherical aberrations.three extra-low dispersion elements are featured in the lens design and help to reduce chromatic aberrations and color fringing for improved clarity and color neutrality.a nano ar coating has been applied to reduce surface reflections, flare, and ghosting for increased contrast and color rendering in strong lighting conditions.a direct drive super sonic wave motor af system and internal focus mechanism provides quick, quiet, and precise autofocus performance and also contributes to more natural, intuitive manual focus control.a focus hold button is present on the lens barrel for intuitive tactile control and rapid access to select settings.physical aperture ring can be de-clicked for smooth, silent aperture switching to benefit video applications.dust- and moisture-sealed design better permits working in inclement conditions and rubberized control rings benefit handling in colder temperatures.fluorine-coated front element resists dust, moisture, and fingerprints and is easy to clean.rounded 11-blade diaphragm contributes to a pleasing bokeh quality when employing selective focus techniques.in the box",5,1,"$1,899.99",6,1,eur,3,1
443612,bx80677i37100 intel core i3 i3-7100 dual-core 2 core 3.90 ghz socket h4 lga-1151pack 512 kb 3 mb cache 64-bit processing 14 nm processor. new retail factory sealed with full manufacturer warranty.,6,1,intel,1,0,bx80677i37100 intel core i3 i3-7100 dual-core 2 core 3.90 ghz socket h4 lga-1151pack 512 kb 3 mb cache 64-bit processing 14 nm processor.product features:general informationbrand name: intelproduct line: core i3product model: i3-7100product name: core i3 dual-core i3-7100 3.9ghz desktop processortechnical informationprocessor core: 2 coreclock speed: 3.90 ghzl2 cache: 512 kbl3 cache: 3 mb64-bit processing: yesprocess technology: 14 nm processor socket: socket h4 lga-1151.,5,1,1356.00,6,1,usd,4,1
447864,"sandisk extreme microsdxc,v30,u3,c10,a2,uhs-i,160mb/s r,90mb/sw,4x6,sdadaptor,lifetimelimited",6,1,sandisk,1,0,"ideal for your android smartphone, action cameras or drones, the sandisk 256gb extreme microsdxc 160mb/s class 10 uhs-i sd card does 4k uhd video recording, full hd video and high-resolution photos.massive 256gb storage capacityread speeds of up to 160mb/s and write speeds of up to 90mb/sperfect for capturing 4k uhd and full hd videosshockproof, temperature-proof, waterproof and x-ray-proofcompatible with mobilemate usb 3.0 microsd card readerthe sandisk 256gb extreme microsdxc 160mb/s class 10 uhs-i sd card reads up to 160mb/s and writes up to 90mb/s. plus, it’s a2-rated, so you can get fast application performance for an exceptional smartphone experience.save time transferring contentquick read speeds of up to 160mb/s let you transfer 1000 high-resolution photos and 30 minutes of 4k video (24gb) in less than 3 minutes.write speeds of up to 90mb/scapture fast-action photos or shoot 4k uhd video with write speeds of up to 90mb/s. the sandisk extreme microsdxc uhs-i card lets you shoot more and faster.great for capturing 4k uhd videothe 256gb sandisk extreme microsd uhs-i card lets you capture uninterrupted 4k uhd and full hd video with its uhs speed class 3 (u3) and video speed class 30 (v30) ratings. ideal for recording outdoor adventures, weekend trips or sporting events without skipping frames!durable design for use in extreme environmentsthe sandisk extreme microsdxc uhs-i card is shockproof, temperature-proof, waterproof and x-ray-proof, so you can enjoy your adventures without worrying about the durability of your memory card.compatible with mobilemate usb 3.0 readerthe sandisk extreme microsdxc uhs-i card is compatible with mobilemate usb 3.0 microsd card reader with transfer speeds of up to 160mb/s, so you can move big files fast, move a lot of files fast or just make frequent file transfers that much quicker.easy file recovery with rescuepro deluxe softwarethe card comes with rescuepro deluxe data recovery software. this software makes it easy to recover files that have been accidently deleted (download required).",5,1,179.99,5,1,gbp,4,1
455591,sandisk 64gb sqxcy extreme pro microsdxc memory card (sdsqxcy-064g-gn6ma)-wrty ltd lifet w/distributor,6,1,,0,0,"specificationsup to 160mb/s read speed, up to 90mb/s write** 4k uhd and full hd video1 class 10; app performance class 2 (a2)2 video speed class 30 (v30)4; uhs speed class 3 (u3)4 sandisk memory zone included3 rescuepro® deluxe one year file recovery software (download offer)5 sd™ adapter included",5,1,1.1970000000008e4,6,1,gbp,5,1
4559,dymo d1 tape for electronic labelmakers 9mmx7m black on white ref 40913 s0720680,6,1,dymo,1,0,s0720680 dymo,4,1,0,5,1,gbp,3,1
45636,fujifilm aspherical super ebc xf 80mm f/2.8 r lm ois wr macro lens,6,1,fujifilm,1,0,"the fujifilm aspherical super ebc xf 80mm f/2.8 r lm ois wr macro lens s a 122mm equivalent telephoto prime for x-mount mirrorless cameras. the long focal length coupled with the f/2.8 maximum aperture is well-suited to isolating subject matter, especially when paired with the short 9.8\"" minimum focusing distance, and a 1:1 life-size magnification is ideal for macro shooting. a floating focus system benefits close-up work by using two distinct focusing groups in order to maintain image quality throughout the focus range, and a linear motor ensures quick, quiet autofocus performance. additionally, a five stop-effective optical image stabilization system complements making sharp imagery by minimizing the appearance of camera shake. in regard to the optical design, this lens employs one aspherical element and four low dispersion elements to realize sharp, clear imagery void of both chromatic and spherical aberrations. a super ebc coating has also been applied to suppress flare and ghosting when working in bright and backlit conditions. additionally, enabling the lens's use in harsh environments, it is weather-sealed and also features a fluorine coating on the front element to guard against moisture, smudging, and dust. key features short telephoto prime lens is designed for aps-c-format fujifilm x-mount mirrorless cameras and provides a 122mm equivalent focal length. macro lens affords a life-size 1:1 magnification ratio along with a 9.8\"" minimum focusing distance for working with close-up subjects. four extra-low dispersion elements, including one super ed element, are used to greatly reduce color fringing and chromatic aberrations in order to produce high clarity and color fidelity. one aspherical element controls distortion, curvature of field, and spherical aberrations, which helps to improve sharpness and realize more accurate rendering. super ebc coating has been applied to individual elements to reduce lens flare and ghosting for improved contrast and color fidelity when working in strong lighting conditions. floating focus system employs two distinct groups of focusing elements for faster performance as maintained image quality throughout the focusing range. linear motor autofocus system delivers smooth, near-silent performance that is especially beneficial to video applications and when working in noise-sensitive areas. focus range limiter switch allows you to constrain the focus range to between 9.8\"" to 1.6', 1.6' to infinity, or for the whole 9.8\"" to infinity range for more responsive focusing depending on the distance to your subject. a five stop-effective optical image stabilization system minimizes the appearance of camera shake for sharper handheld shooting in low-light conditions and with slower shutter speeds. the lens body is weather-sealed to protect against dust and moisture, and to enable worry-free use in inclement conditions. additionally, this design also permits working in temperatures as low as 14°f. a fluorine coating has been applied to the front lens element to guard against smudging, moisture, and dust. rounded nine-blade diaphragm contributes to a pleasing bokeh quality. compatible with optional xf 1.4x tc wr and xf 2x tc wr teleconverters for extending the effective focal length to an equivalent 171mm and 244mm, respectively.",2,1,1149.00,3,1,gbp,4,1
460679,ubiquiti edgeswitch 16 - switch - 16 ports - managed - rack-mountable - black (es-16-150w),6,1,ubiquiti networks (ubnt),3,1,"backubiquiti es-16-150wubiquiti networks edgeswitch 16-port 150-watt managed poe+ gigabit switch with sfpadvanced switching technologybuild and expand your network with ubiquiti networks edgeswitch, part of the edgemax line of products. the edgeswitch is a fully managed, poe+ gigabit switch, delivering robust performance and intelligent switching for growing networks. the edgeswitch offers an extensive suite of advanced layer-2 switching features and protocols, and also provides layer-3 routing capability.switching performancethe edgeswitch offers the forwarding capacity to simultaneously process traffic on all ports at line rate without any packet loss. for its total, non-blocking throughput, the 16-port models support up to 18 gbps.poe+ flexibilitythis edgeswitch poe gigabit ethernet switch offers 16 ports of auto-sensing ieee 802.3af/at and configurable 24v passive poe to simplify your infrastructure. by default, the edgeswitch automatically detects 802.3af/at devices so they automatically receive poe. for 24v passive poe devices, manually enable 24v passive poe using the edgeswitch configuration interface.fiber connectivitythe edgeswitch provides fiber connectivity options for your growing networks. this 16-port model includes two sfp ports, providing up to 1 gbps uplinks.comprehensive user interfacedesigned for convenient management, the edgeswitch configuration interface allows administrators to configure and monitor switch features in a graphical user interface. for advanced users, an industry-standard command-line interface (cli) is available through telnet and ssh.powerful functionalitythe edgeswitch uses a sophisticated operating system that provides basic switching features, poe configuration per port, and a variety of advanced features including:mstp/rstp/stp vlan, private vlan, voice vlan link aggregation dhcp snooping, igmp snooping tacacs+, radius, 802.1x, mac filtering, acldiffserv, cosstatic routing, policy-based routing",3,1,327.802444,6,1,eur,4,1
4656590,ram double suction cup base with universal amps hole pattern - ram-b-189bu,6,1,ram mounts,1,0,"description specs & features videos compatible mountsthe ram-b-189bu consists of a double 3.3\"" twist lock suction cup base. included is a hole pattern that will allow attachment to all ram bases that contain the universal amps hole pattern.material:high strength composite and powder coated marine grade aluminumnote:the \""u\"" in the part number reflects product packaged in poly bag.weight:0.7 lbs.ram double suction cup base with universal amps hole patternram 1\"" ball mount with short double socket arm & 2/2.5\"" round bases that contain the amps hole pattern - ram-b-101u-aram 1\"" ball mount with 2/2.5\"" round bases that contain the amps hole pattern ram-b-101uram b size 1\"" ball on 2.5\"" round plates with amps hole pattern, long length double socket arm - ram-b-101u-cram 1\"" ball mount with short double socket arm, 2.5\"" round base & diamond base - ram-b-138u-aram 1\"" ball mount with double socket arm, 2.5\"" round base & diamond base - ram-b-138uram 1\"" ball flat surface mount with long double socket arm, 2.5\"" round base & diamond base - ram-b-138u-cram 1\"" ball short length double socket arm with 2.5\"" round base that contains the amps hole pattern - ram-b-103u-aram 1\"" ball medium length double socket arm with 2.5\"" round base that contains the amps hole pattern - ram-b-103uram 1\"" ball long length double socket arm with 2.5\"" round base that contains the amps hole pattern - ram-b-103u-c",6,1,26.99,5,1,usd,3,1
466493,"adaptador wifi n pci express 150 mbps 20dbm, 802.11b/g/n chipset atheros, 1 antena 2 dbi desmontable.",6,1,tp-link,1,0,"general information manufacturer/supplier: tp-link technologies co., ltd manufacturer part number: tl-wn781nd brand name: tp-link product model: tl-wn781nd product name: tl-wn781nd wireless adapter marketing information: the tp-link tl-wn781nd 150mbps wireless lite n pci express adapter allows you to connect a desktop computer to a wireless network and access high-speed internet connection. using align 1-stream technology based on 802.11n technology, tl-wn781nd provides a better wireless signal than existing wireless 802.11g technology, up to 150mbps. now you can get a better internet experience, such as downloading, gaming, video streaming and so on. product type: wi-fi adapter technical information wi-fi standard: ieee 802.11n ism band: yes ism minimum frequency: 2.40 ghz ism maximum frequency: 2.48 ghz number of antennas: 1 antenna gain: 2 dbi antenna type: omnidirectional antenna wireless transmission speed: 150 mbps wireless security: 64/128-bit wep wpa/wpa2 wpa-psk/wpa2-psk (tkip/aes) interfaces/ports host interface: pci express x1 physical characteristics form factor: internal height: 3.1"" width: 4.8"" thickness: 800.0 mil shipping information shipping dimensions : 1.5"" height x 6.0"" width x 8.25"" depth case pack qty : 60 shipping weight : 0.45 lb pallet qty : 1500 miscellaneous package contents: tl-wn781nd wireless adapter quick setup guide low profile bracket resource cd (tl-wn781nd wireless client utility and drivers/user guide/other helpful information) compatibility: tl-wr741nd wireless lite n router operating systems: windows 2000 windows xp windows vista windows 7",5,1,189.1728,4,1,usd,4,1
46857262,casquette new era clean trucker chicago bulls cap,6,1,,0,0,,0,0,2.59e1,3,1,eur,3,1
46962,"brother originál ink lc-225xlm, magenta, 1200str., brother mfc-j4420dw, mfc-j4620dw lc225xlm",6,1,brother,1,0,"id: lc225xlmfabricante: brothercapacidad: 11.8 ml, ~1200 paginasean: 4977766735964adecuado para: brother mfc-j4420dw, brother mfc-j5720dw, brother mfc-j5620dw, brother mfc-j5625dw, brother mfc-j5320dw, brother dcp-j4120dw, brother mfc-j46",3,1,17.23,6,1,eur,3,1
472560,western digital wd 1tb my passport usb 3.0 secure portable hard drive (black),6,1,western digital,2,1,"hdd extern wd, 1tb, my passport, 2,5"" usb 3.0, negru,",4,1,292.4370,5,1,usd,5,1
472648,"jabra biz„˘ 2400 ii duonext generation - ip wideband-headset (qd) type: 82 e-std, noice-cancelling microphone boom: freespin",6,1,jabra,1,0,to-of-the-line jabra premium quality headset with noise canceling microphone. this model features hi-fi speakers for use on ip telephones. 3 year warranty!,3,1,212.38,5,1,usd,3,1
483370,"shimano american corp. shimano deore xt cn-hg701-11 chain - 11-speed, 116 links, silver",6,1,shimano,2,1,"the shimano deore xt cn-hg701-11 chain offers smooth and reliable shifting performance and an asymmetric plate design for 11-speed drivetrains.the hg701-11 directional chain is compatible with 11-speed road, mtb, and e-bikes thanks to its reinforced designfeatures shimano's sil-tec surface treatment: sil-tec is an advanced plating process that improves system performance through the use of imbedded flourine molecules.this chain meets durability requirements for e-mtb applicationsincludes shimano quick-linklinks (links):116color:silverwidth:5.62 mmdrivetrain speeds:11chain connection type:quick linkweight:257 g",5,1,39.99,5,1,usd,3,1
484840,epson daisy cartuccia margherita ciano inchiostri claria home 18xl - originale - ciano - epson - - e,6,1,epson,1,0,"100% genuine epson ink cartridges.supplied brand new, fully boxed and in retail packaging.high capacity 6.6ml cyan cartridge.fully covered by manufacturers warrantycompatible with popular expresion home printers, see below for more info;we have been selling online since the year 2000. buy with confidence.",4,1,20.21,5,1,gbp,2,1
489587,hydro flask 32 oz wide mouth flex cap bottle in sunflower,6,1,hydro flask,1,0,"big enough for all-day hydration and easy sipping, hydro flask's32 oz wide mouth bottle with straw lid is made with professional-grade stainless steel and a wider opening for faster fill. we couldn’t think of a bottle more deserving of a refresh, so we’ve elevated the silhouette and simplified design without compromising one degree of performance. and hydro flask'scolor last™ powder coat is dishwasher safe for even more convenience. cold stays ice cold for 24 hours, and hot stays wickedly hot for 12 — just like always.tempshield™hydro flask's unique double-wall vacuum insulation protects temperature for hours. cold drinks stay icy cold and hot drinks stay piping hot so you can stay refreshed for any adventure.pro-gradestainless steelmade with 18/8 pro-grade stainless steel to ensure pure taste and no flavor transfer - and the durable construction stands up for whatever life brings.proprietary powder coathydro flask'sproprietary powder coat means an easy-grip, sweat-free, and extra-durable bottle that you can take anywhere.product benefitstempshield™ insulation eliminates condensation and keeps beverages cold up to 24 hours and hot up to 12 hoursdurable 18/8 pro-grade stainless steel constructionhydro flask'swide mouth refresh features a stainless-steel collar and curved radius at the bottom edge for an updated lookideal size for all-day hydrationfits most backcountry hydration filtersbpa-free and phthalate-freedishwasher safecompatible with our hydro flip lid and wide mouth straw lidregistered trademark symbol has been removed from logo and wordmarklifetime warranty",5,1,44.95,5,1,usd,4,1
4935092,ubiquiti airmax ac sector antenna 21dbi 60 degree - am-5ac21-60,6,1,ubiquiti networks (ubnt),1,0,"the airmax® ac sector antennas feature significant advances in scalability, noise isolation, and beam performance to complement the rocket™5ac radios in point-to-multipoint (ptmp) networks. they are compatible with rocketm5 models; however, optimal performance requires the rocket5ac.breakthrough design and performancethe airmax®ac sector antennas feature carrier-class construction with an innovative deflector design and 2x2, dual-polarity performance for airmax networks.superior noise immunityfeaturing reduced sidelobes and backlobes, the airmax®ac sector antennas are engineered to reject noise interference in co-location deployments.industrial-strength constructionairmax®ac antennas are designed with robust mechanical design for outdoor application use.plug and play integrationevery airmax®ac antenna has a built-in rocket™mount, so no tools are needed to install the rocket basestation.",4,1,187.968001,6,1,gbp,3,1
493979,asus prime b365m-a motherboard lga 1151 (socket h4) micro atx,6,1,asus,1,0,"cpu -intel® socket 1151 for 9th / 8th generation core™ i7/core™ i5/core™ i3/pentium®/celeron® processors -supports intel® 14 nm cpu -supports intel® turbo boost technology 2.0 -* the intel® turbo boost technology 2.0 support depends on the cpu types. -* refer to www.asus.com for cpu support list -chipset -intel® b365 -memory -intel® b365 chipset -4 x dimm, max. 64gb, ddr4 2666/2400/2133 mhz non-ecc, un-buffered memory -dual channel memory architecture -supports intel® extreme memory profile (xmp) -* refer to www.asus.com for the memory qvl (qualified vendors lists). -* the maximum memory frequency supported varies by processor -** ddr4 2666mhz and higher memory modules will run at max. 2666mhz on intel® 8th gen. 6-core or higher processors. -graphic -integrated graphics processor- intel® hd graphics support -multi-vga output support : hdmi/dvi-d/d-sub ports -- supports hdmi 1.4b with max. resolution 4096 x 2160 @ 30 hz -- supports dvi with max. resolution 1920 x 1200 @ 60 hz -- supports d-sub with max. resolution 1920 x 1200 @ 60 hz -maximum shared memory of 1024 mb (for igpu exclusively) -supports intel® intru™ 3d, quick sync video, clear video hd technology, insider™ -expansion slots -1 x pcie 3.0 x16 (x16 mode) -2 x pcie 3.0/2.0 x1 -storage -intel® b365 chipset : -1 x m.2 socket 3, , with m key, type 2242/2260/2280 storage devices support (sata & pcie 3.0 x 4 mode) -1 x m.2 socket 3, , with m key, type 2242/2260/2280 storage devices support (pcie 3.0 x 4 mode) -6 x sata 6gb/s port(s), gray -support raid 0, 1, 5, 10 -intel® rapid storage technology supports -intel® optane™ memory ready -lan -realtek® rtl8111h, 1 x gigabit lan -asus lan guard -audio -realtek® alc887 8-channel high definition audio codec -- supports : jack-detection, front panel jack-retasking -audio feature : -- led-illuminated design - brighten up your build with the gorgeous illuminated audio trace path. -- audio shielding: ensures precision analog/digital separation and greatly reduced multi-lateral interference -- dedicated audio pcb layers: separate layers for left and right channels to guard the quality of the sensitive audio signals -- premium japanese audio capacitors: provide warm, natural and immersive sound with exceptional clarity and fidelity -* choose the chassis with hd audio module in front panel to support 8-channel audio output. -usb ports -intel® b365 chipset :intel® b365 chipset : -7 x usb 3.1 gen 1 up to 5gbps port(s) (5 at back panel, , 4 x type-a+1 x type-c, 2 at mid-board) -intel® b365 chipset : -4 x usb 2.0/1.1 port(s) (4 at mid-board) -special features -asus 5x protection iii : -- asus safeslot core: fortified pcie slot prevents damage -- asus languard: protects against lan surges, lightning strikes and static-electricity discharges! -- asus overvoltage protection: world-class circuit-protecting power design -- asus stainless-steel back i/o: 3x corrosion-resistance for greater durability! -- asus digi+ vrm: premium components provide better power efficiency -asus optimem: -- optimem (improved ddr4 stability) -asus epu : -- epu -asus exclusive features : -- ai suite 3 -- ai charger -- pc cleaner -asus quiet thermal solution : -- stylish fanless design heat-sink solution -- asus fan xpert 2+ -asus ez diy : -- asus crashfree bios 3 -- asus ez flash 3 -- asus uefi bios ez mode -asus q-design : -- asus q-dimm -m.2 onboard(the latest transfer technologies with up to 32gb/s data transfer speeds) -back i/o ports -1 x ps/2 keyboard (purple) -1 x ps/2 mouse (green) -1 x dvi-d -1 x d-sub -1 x hdmi -1 x lan (rj45) port(s) -1 x usb 3.1 gen 1 usb type-ctm up to 5gbps -4 x usb 3.1 gen 1 type-a -1 x 8-channel audio i/o -internal i/o ports -1 x aura rgb strip header -1 x usb 3.1 gen 1(up to 5gbps) connector(s) support(s) additional 2 usb 3.1 gen 1 port(s) (19-pin) -2 x usb 2.0 connector(s) support(s) additional 4 usb 2.0 port(s) -2 x m.2 socket 3 for m key, type 2242/2260/2280 devices -1 x tpm header -1 x lpt header -1 x com port(s) connector(s) -6 x sata 6gb/s connector(s) -1 x cpu fan connector(s) -2 x chassis fan connector(s) -1 x s/pdif out header(s) -1 x 24-pin eatx power connector(s) -1 x 8-pin eatx 12v power connectors -1 x front panel audio connector(s) (aafp) -1 x clear cmos jumper(s)",4,1,8870.00,5,1,eur,4,1
49428,"apc smt1000i smart-ups 1000va lcd 230v. apc smart-ups, 670watts/1000va ingresso 230v/uscita 230v interface port db-9 rs-232 smartslot, usb",6,1,,0,0,"apc smart-ups smt1000ic noodstroomvoeding - 8x c13, usb, smartconnect, 1000va, line-interactive, 1000 va, 700 w, sinus, 151 v, 302 v",4,1,2617.9048,6,1,sek,5,1
498972,seagate ironwolf 6tb 3.5 inch sata hdd 7200rpm 256mb cache (st6000vn0033),6,1,seagate,1,0,"product informationtough. ready. scalable.for everything nas, there's ironwolf and ironwolf pro. always on and always working, ironwolf is enhanced with agilearray technology for optimal reliability and system agility. multi-user technology and extreme workload rates allow ironwolf to perform and scale up with your enterprise.ironwolf + the power of agilearray- nas-optimised hard drive for the best-possible user experience- ironwolf health management in synology nas1 continuously helps to safeguard the health of your data- drive balance with rotational vibration (rv) sensors manage multi-bay vibration for long-term consistent performance and reliability- raid performance optimised that maximises responsiveness and uptime with nas-aware error recovery control- advanced power management saves energy and delivers the right power at the right timemulti-bay and nas-ready with built-in rv sensorfirst in its class, ironwolf drives are equipped with rv sensors on high capacity drives to maintain performance in multi-bay nas enclosures. rv sensors on ironwolf pro come standard, helping business and creative pros to have consistent performance for years to come.do more with multi-user optimisationdo more with your nas with multi-user optimisation. enabling user workloads of up to 180 tb/year on ironwolf and 300 tb/year with ironwolf pro, multiple users can confidently upload and download data to a nas server. whether you're a creative pro or a small business, ironwolf is on your side.be creative anywhere with ironwolf and your nasextensible and reliable storage helps keep you and your creative business on schedule. ironwolf and ironwolf pro are great companions for your nas for 24×7 remote access, backups and file sharing from anywhere, making sharing ideas easy. for growing agencies and the need for more storage, ironwolf and ironwolf pro are built to address nas scalability challenges.grow your business nasa thriving small business needs storage that can thrive with it. ironwolf is optimised for nas in multi-raid environments that not only the vibration, but also handle the high user workload rate in a high data traffic network. enter multi-user technology — up to 180 tb/yr for ironwolf, up to 300 tb/yr for ironwolf pro.dominate the mediabuild your home nas media empire with ironwolf hdds. ironwolf and ironwolf pro lead the class in storage capacity with drives as large as 10 tb, and the performance needed to run high definition content with your nas. store thousands of full-length hd films and even more photographs on your private server. think of it as your home cloud.show more;",6,1,41500.00,6,1,gbp,5,1
499089,brother - tn-241m toner cartridge magenta f. hl-3140/3150/3170 f.1400 p supl,6,1,brother,1,0,"tough deadlines, late nights and hard work are a breeze with this brother tn-421c toner refill. every plan, every draft and every product can be printed out, worked through and finalised. the no fuss cyan tn-421c cartridge brings stunning texts and images print after print. give your business or workspace the technology to stimulate, collaborate and deliver. ensure your brother dcp, mfc or hl range laser printer delivers the unstoppable services you expect with an ink manufactured for endurance.the brother original tn-241m magenta ink cartridge is designed to get the most out of your brother dcp 9020 series, hl 3140 series, 3150 series, 3170 series, mfc 9140 series, 9330 series and 9340 series printer.",3,1,775.00,5,1,eur,3,1
500537,"tp-link archer c1200 dual band wireless 802.11ac gigabit router 4xlan, 1x usb",6,1,tp-link,1,0,"lan x 4, wan, usb 2.0, ieee 802.11n/g/b/a/ac, 2.4 - 5 ghz, 300 - 867 mbps",2,1,232.33,6,1,eur,2,1
500837,"seagate mobile drive 5tb external hard drive portable hdd – moon silver usb-c usb 3.0, for mac and pc desktop, 1 month adobe cc (sthg5000400)",6,1,seagate,1,0,"sleek design with lavish spacelacie's mobile hard drive delivers the space you need for photos, playlists, docs, and more. it mac, windows, usb-c, and usb 3.0 compatibility for easy, flexible access. one-click or automatic backup makes file storage smooth, and lacie's 30th-anniversary diamond-cut design has an edge like no other.more capacity for more memorieswhen it comes to our digital lives, not much tops the affection we have for photos and videos. and these memories add fast. lacie mobile drive offers 5tb of massive on-the-go space for everything worth storing and backing up. even music, movies, and personal documents. there to help you is lacie toolkit—easy-to-use software for one-click backups, scheduled automatic backups, and even folder mirroring across multiple devices.an ultra compatible, ultra portable hard driveyou can use this lacie mobile drive with both mac and windows out of the box, no need to reformat. it also comes with a reversible usb-c cable for ultra-fast transfers with usb 3.1 gen2 or thunderbolt 3 computers as well as a usb 3.0 to usb-c cable for legacy laptops.back up and stand outfor over 30 years we’ve believed and proven that external hard drives can be more than tools, they can be exquisite solutions. celebrating this expertise and commitment is an exclusive diamond-cut anniversary design.",3,1,"r2 756,51 excl tax",4,1,zar,4,1
503534,original canon pfi-207bk ink cartridge - black - inkjet - taa compliance,6,1,,0,0,"genuine canon inks, toner, and paper provide high quality and long lasting prints when you used in combination with our line of canon printers. there are various types of ink, paper, and toner to fulfill your needs for printing documents and photos whether personally or professionally. manufacturer:canon, incmanufacturer part number:8789b001manufacturer website address:http://www.usa.canon.combrand name:canonproduct series:pfiproduct model:pfi-207bkproduct name:pfi-207bk ink cartridgemarketing information:genuine canon inks, toner, and paper provide high quality and long lasting prints when you used in combination with our line of canon printers. there are various types of ink, paper, and toner to fulfill your needs for printing documents and photos whether personally or professionally.product condition:originalproduct type:ink cartridgeproduct details by manufacturertechnical informationprint technology:inkjetprint color:blackink volume:10.14 fl ozmiscellaneouscompatibility:canon printers:ipf680ipf685ipf780ipf785",5,1,2967.00,3,1,usd,3,1
