record_id,spec_id,entity_id,source,base_title,base_brand,base_description,base_price,base_priceCurrency,base___title,base___brand,base___model
r167,source_gamma//33240258,1257145,source_gamma,sony sel fe 85mm f/1.8 e-mount lens,,,799.99,,sony sel fe 85mm f/1.8 e-mount lens,,
r168,source_alpha//11353687,125897,source_alpha,,,,,zar,crucial bx500 480gb 2.5 ssd,,
r169,source_beta//11374012,125897,source_beta,,,warranty : 3 years with local distributor - convergent,,sgd,"crucial 480gb bx500 int 2.5\"" sata3 ssd (ct480bx500ssd1) (local warranty 3years with convergent)",,
r170,source_gamma//1675407,125897,source_gamma,crucial bx500 2.5 480gb,,,,,crucial bx500 2.5 480gb,,
r171,source_alpha//23491163,125897,source_alpha,,,,,eur,"crucial bx500 2.5\"" 480 gb serial ata iii",,
r172,source_beta//27774503,125897,source_beta,,,,,pln,"crucial 480gb 2,5\"" sata ssd bx500",,
r173,source_gamma//36376221,125897,source_gamma,crucial bx500 480gb 3d nand sata 2.5-inch inernal ssd | ct480bx500ssd1,,,367.20,,crucial bx500 480gb 3d nand sata 2.5-inch inernal ssd | ct480bx500ssd1,,
r174,source_alpha//19639123,127568,source_alpha,,,,,usd,shimano | xt cs-m8000 cassette,,
r175,source_beta//26740795,127568,source_beta,,shimano,,,usd,shimano cs-m8000 xt 11sp cassettes - 11-46t (11-13-15-17-19-21-24-28-32-37-46),shimano,
r176,source_gamma//29002650,127568,source_gamma,shimano xt m8000 11sp cassette,,,1.4999e2,,shimano xt m8000 11sp cassette,,
r177,source_alpha//3174738,127568,source_alpha,,,,,usd,deore xt 11-speed cassette,,
r178,source_beta//444410,127568,source_beta,,shimano,"the xt m8000 11 speed cassette from shimano is a new high performance 11-speed dyna-sys ii cassette. it uses hyperglide sprockets that have computer designed tooth configuration with contoured shift gates, this allows crisp smooth shifting , even under heavy loads. the close ratio gearing means you get a more efficient use of energy through the finer cadence control. the sprockets are cut away and drilled to reduce weight without reducing rigidity and the largest sprockets are mounted on lightweight alloy carriers to reduce weight and increase rigidity even more. the sprockets come with a chrome-plated finish to offer hard wearing resistance and protection against corrosion.for our full range of chain devices & bash rings visit evans cycles",,gbp,shimano xt m8000 11 speed cassette,shimano,
r179,source_gamma//4585409,127568,source_gamma,mtb kazeta shimano deore xt cs-m8000 11-46z 11speed,,,74.90,,mtb kazeta shimano deore xt cs-m8000 11-46z 11speed,,
r180,source_alpha//29055057,1279203,source_alpha,,,,,usd,af-s nikkor 20mm f/1.8g ed,,
r181,source_beta//35839474,1279203,source_beta,,nikon,this item may qualify for an instant rebate. any current manufacturer rebate will be refunded to your card after purchase. please email shop@lookingglassphoto.com if you have any questions.,,usd,nikon nikkor af-s 20mm f/1.8g ed,nikon,
r182,source_gamma//42222508,1279203,source_gamma,0002117495| nikon nikkor af-s 20mm f1.8 ed wide angle lens,,,"1,174.95",,0002117495| nikon nikkor af-s 20mm f1.8 ed wide angle lens,,
r183,source_alpha//53391063,1279203,source_alpha,,,,,eur,nikon af-s nikkor 20mm f/1.8 g ed | 2 years warranty,,
r184,source_beta//65602519,1279203,source_beta,,,"f mount lens/fx formatmaximum aperture: f/1.8two aspherical and two ed elementsnano crystal coatingrear focusing systeminternal focus, silent wave motorsoft pouch, lens hood included",,aud,nikon af-s nikkor 20mm f/1.8g ed,,
r185,source_gamma//70358320,1279203,source_gamma,nikon af-s nikkor 20mm f/1.8g ed lens,,,589,,nikon af-s nikkor 20mm f/1.8g ed lens,,
r186,source_alpha//1741624,1282167,source_alpha,,,,,gbp,crucial 500gb mx500 m.2 2880 sata 6gb/s ssd,,
r187,source_beta//18862066,1282167,source_beta,,crucial,capacity: 500gbform factor : m.2(2280)read : 560 mb/swrite : 510 mb/sinterface: sata iii 6gb/s,,aud,crucial mx500 m.2 2280 500gb internal ssd 560mb/s ct500mx500ssd4 | pcbyte,crucial,
r188,source_gamma//21962517,1282167,source_gamma,crucial ssdmx500 m.2 500gb (2280) 560mb/s read 510mb/s,,,68.95,,crucial ssdmx500 m.2 500gb (2280) 560mb/s read 510mb/s,crucial,
r189,source_alpha//22821574,1282167,source_alpha,,,,,eur,"crucial ssd mx500 2.5\"" 500gb m.2 (2280) 3d nand",,
r190,source_beta//24157909,1282167,source_beta,,,"mx500, 500gb, m.2/ngff (2280), 6gbps",,eur,crucial mx500 m.2 500 gb,,
r191,source_gamma//31216740,1282167,source_gamma,hd ssd m.2 500 gb crucial mx500,,,60.44,,hd ssd m.2 500 gb crucial mx500,,
r192,source_alpha//11257759,1290026,source_alpha,,,,,sek,cisco - catalyst 3850 48 port poe ip base en,,
r193,source_beta//12401303,1290026,source_beta,,cisco,"general information:manufacturer cisco systems, incmanufacturer part number ws-c3850-48p-smanufacturer website address http://www.cisco.combrand name ciscoproduct line catalystproduct series 3850product model ws-c3850-48p-sproduct name catalyst ws-c3850-48p-s ethernet switchproduct type ethernet switchinterfaces/portstotal number of network ports 48token ring port nolre port nobypass nomodular nomanagement port yesusb nonumber of poe+ (rj-45) ports 48media & performancemedia type supported twisted pairtwisted pair cable standard category 5eethernet technology gigabit ethernetnetwork technology 10/100/1000base-tnetwork & communicationlayer supported 2memorystandard memory 4 gbmemory technology dramflash memory 2 gbreliabilitymtbf 241050 hourpower descriptionpoe (rj-45) port yesinput voltage 110 v acinput voltage 220 v acpower source power supplyredundant power supply yes",,usd,ws-c3850-48p-s cisco catalyst 3850 48 port poe ip base. new factory sealed.,cisco,
r194,source_gamma//13012303,1290026,source_gamma,cisco catalyst 3850 - [ws-c3850-48p-s],,,6230,,cisco catalyst 3850 - [ws-c3850-48p-s],cisco,
r195,source_alpha//20566424,1290026,source_alpha,,,,,aud,cisco catalyst 3850 48 port poe ip base,,
r196,source_beta//21376390,1290026,source_beta,,,,,czk,ws-c3850-48p-scisco catalyst 3850 48 port poe ip base,,
r197,source_gamma//22704036,1290026,source_gamma,cisco catalyst 3850-48p-s - switch - 48 ports - managed - rack-mountable,,,13005.99,,cisco catalyst 3850-48p-s - switch - 48 ports - managed - rack-mountable,,
r198,source_alpha//16282417,1292504,source_alpha,,,,,usd,"canon pfi-107c pfi-107c 6706b001aa ink cartridge - cyan, 6706b001 (6706b001)",canon,
r199,source_beta//24647177,1292504,source_beta,,,,,rub,canon pfi-107 c cyanipf680/685/780/785 130ml,,
r200,source_gamma//29167528,1292504,source_gamma,canon pfi107c cyan laser toner cartridge remanufactured,,,59.95,,canon pfi107c cyan laser toner cartridge remanufactured,,
r201,source_alpha//49471914,1292504,source_alpha,,,,,usd,canon original pfi-107c cyan ink,,
r202,source_beta//52988990,1292504,source_beta,,,canon pfi-107c cyan inkcyan ink tank 130ml,,usd,canon pfi-107c cyan ink,,
r203,source_gamma//57660486,1292504,source_gamma,canon 6706b001 pfi107 cyan ink 130ml,,,,,canon 6706b001 pfi107 cyan ink 130ml,,
r204,source_alpha//18326018,1292835,source_alpha,,,,,pln,corsair dysk ssd 480gb mp510 series 3480/2000 mb/s pcie m.2,corsair,
r205,source_beta//24138858,1292835,source_beta,,,"ssd (solid state drive), 480 gb, intern, datahastighed: 3480 mbps (læs) / 2000 mbps (skriv), iops: 440000 (læs) / 360000 (skriv), m.2 2280 (80mm) nvme 1.2 (non-volatile memory express), 256-bit aes kryptering - phison e12 controller",,dkk,corsair force mp510 m.2 ssd - 480gb ssd - 480 gb - m.2 2280 (80mm) - pci express 3.0 x4 (nvme),,
r206,source_gamma//25687193,1292835,source_gamma,corsair force mp510 series 480gb nvme pcie m.2 solid state drive (cssd-f480gbmp510b),,,79.992,,corsair force mp510 series 480gb nvme pcie m.2 solid state drive (cssd-f480gbmp510b),corsair,
r207,source_alpha//29276292,1292835,source_alpha,,,,,,"corsair - force series mp510 480gb m.2 ssd pcie gen3 x4, m.2 nvme, up to 3480/2000mb/s read/write",,
r208,source_beta//33116922,1292835,source_beta,,,"solid state drive, 480 gb, inbyggd, m.2 2280, pci express 3.0 x4 (nvme), 256 bitars aes",,sek,corsair force mp510b m.2 ssd - 480gb,,
r209,source_gamma//33138718,1292835,source_gamma,ssd corsair force series mp510 480gb,,,162.05,,ssd corsair force series mp510 480gb,,
r210,source_alpha//17392165,1297798,source_alpha,,,,,gbp,"d'addario acoustic string set, phosphor bronze, ej16 light .012-.053",d'addario,
r211,source_beta//24742825,1297798,source_beta,,daddario,d'addario ej16 - acoustic phosphor bronze 12-53phosphor bronze012 - 053stärken: 012 - 016 - 024 - 032 - 042 - 053stärke: light,,eur,ej16 - acoustic phosphor bronze 12-53,daddario,
r212,source_gamma//28930641,1297798,source_gamma,"d'addario ej16 phosphor bronze acoustic guitar strings, light, 12-53",,,7.99,,"d'addario ej16 phosphor bronze acoustic guitar strings, light, 12-53",d'addario,
r213,source_alpha//37122066,1297798,source_alpha,,,,,usd,1 set d'addario ej16 guitar strings light ej16,,
r214,source_beta//4123023,1297798,source_beta,,,,,usd,"d'addario ej16 phosphor bronze acoustic guitar strings, light .012-.053",,
r215,source_gamma//42981396,1297798,source_gamma,d'addario ej16 phosphor bronze acoustic guitar strings,,,9.20,,d'addario ej16 phosphor bronze acoustic guitar strings,,
r216,source_alpha//15100314,129790,source_alpha,,,,,pln,cisco switch 24x catalyst ws-c3650-24ts-s,,
r217,source_beta//23343715,129790,source_beta,,,,,eur,ws-c3650-24ts-scisco catalyst 3650 24 port data 4x1g uplink ip base,,
r218,source_gamma//25426623,129790,source_gamma,cisco catalyst 3650 24port data 4x1g uplink ip base,,,,,cisco catalyst 3650 24port data 4x1g uplink ip base,,
r219,source_alpha//2854506,129790,source_alpha,,,,,usd,cisco catalyst 3650 24 port gigabit switch - ws-c3650-24ts-s,,
r220,source_beta//36153811,129790,source_beta,,cisco linksys,"cisco catalyst 3650 24 port data 4x1g uplink ip base - standalone with optional stacking 24 10/100/1000 ethernet and 4x1g uplink ports, with 250wac power supply, 1 ru, ip base feature set",,usd,catalyst 3650 series switches 24 port - ws-c3650-24ts-s,cisco linksys,
r221,source_gamma//40471797,129790,source_gamma,ws-c3650-24ts-s cisco catalyst 3650 network switch (refurb),,,627.00,,ws-c3650-24ts-s cisco catalyst 3650 network switch (refurb),,
r222,source_alpha//30928982,1306402,source_alpha,,,,,aud,"evans bd22remad 22\"" emad reso bass drum head",,
r223,source_beta//31471227,1306402,source_beta,,evans,this resonant kick head comes with two interchangeable foam rings that fit around the 5-inch port to control sustain and overtones to the drummer's taste.,,usd,"evans remad resonant bass drumhead, black, 22\""",evans,
r224,source_gamma//32409764,1306402,source_gamma,"evans remad resonant bass drum head, 22\""",,,66.00,,"evans remad resonant bass drum head, 22\""",,
r225,source_alpha//35057148,1306402,source_alpha,,,,,cad,"evans 22"" emad resonant bass drum",,
r226,source_beta//51487796,1306402,source_beta,,,"22"" emad reso blk",,cad,"evans remad resonant bass drum head, 22 inch",,
r227,source_gamma//56415854,1306402,source_gamma,evans emad resonant 22-inch drum head,,,48.99,,evans emad resonant 22-inch drum head,,
r228,source_alpha//31147017,1313785,source_alpha,,,,,gbp,intel core i3 8300 3.7ghz 8th gen coffee lake processor/cpu retail,intel,
r229,source_beta//34387943,1313785,source_beta,,,,,usd,bx80684i38300 intel 3.70ghz core i3 desktop processor,,
r230,source_gamma//35560424,1313785,source_gamma,intel core i3-8300 box,,,158.77,,intel core i3-8300 box,,
r231,source_alpha//63241419,1313785,source_alpha,,,,,eur,intel cpu ® core™ i3-8300 8th /3.7ghz / quad core/ lga1151v2,intel,
r232,source_beta//75749012,1313785,source_beta,,,"intel core i3-8300, 4 cores, socket 1151, integrated graphics",,,intel core i3 8300 quad core 3.7ghz processor,,
r233,source_gamma//77380292,1313785,source_gamma,"intel core i3-8300 core i3 3,7 ghz - skt 1151 coffee lake",,,136.12,,"intel core i3-8300 core i3 3,7 ghz - skt 1151 coffee lake",intel,
r234,source_alpha//11410512,1320095,source_alpha,,,,,qar,corsair crystal 460x rgb atx mid tower case - black,,
r235,source_beta//13398144,1320095,source_beta,,,we've engineered the crystal 460x rgb to pack all the performance and expandability you need into a beautifully modern and compact case design with vivid illumination from our sp120 rgb led fans. put your build on display through beautiful two-panel tempered glass and keep it all running cool and quiet with direct airflow technology.,,aed,"corsair crystal 460x rgb compact mid-tower case, 3 rgb fans, tempered glass - black | cc-9011101-ww",,
r236,source_gamma//43851871,1320095,source_gamma,case corsair 460x con luci red,,,184.09,,case corsair 460x con luci red,,
r237,source_alpha//5297513,1320095,source_alpha,,,,,inr,corsair crystal series 460x rgb compact atx tempered glass atx mid tower case (transparent),corsair,
r238,source_beta//53072167,1320095,source_beta,,corsair,"corsair crystal series 460x rgbtempered glass, compact atx mid-tower case",,usd,crystal series 460x rgb compact atx mid-tower case - cc-9011101-ww,corsair,
r239,source_gamma//55624269,1320095,source_gamma,corsair crystal series 460x rgb compact atx case,,,169,,corsair crystal series 460x rgb compact atx case,corsair,
r240,source_alpha//11619753,1322604,source_alpha,,,,,eur,tp-link tl-wa860re netwerkextender,,
r241,source_beta//18854966,1322604,source_beta,,,,,eur,repetidor wi-fi tp-link inalambrico wa860re 802.11,,
r242,source_gamma//19928376,1322604,source_gamma,tp-link tl-wa860re 300mbps wi-fi range extender,,,29.51,,tp-link tl-wa860re 300mbps wi-fi range extender,,
r243,source_alpha//2380670,1322604,source_alpha,,,,,gbp,tp-link tl-wa860re (300mbps) wifi range extender with ac passthrough,,
r244,source_beta//31671571,1322604,source_beta,,,tp-link tl-wa860re n300 universal range extendertp-link tl-wa860re n300 universal range extender key featuresrange extender mode boosts wireless signal to previously unreachable or hard-to-wire areas flawlesslyminiature size and wall-mounted design make it easy to deploy and move flexiblyeasily expand wireless coverage at a push of range extender buttonethernet port allows the extender to function as a wireless adapter to connect wired devices what's in the box300mbps universal wifi range extender tl-wa850rerj-45 ethernet cableresource cdquick installation guide,,kes,tp-link tl-wa860re n300 universal range extender,,
r245,source_gamma//4214629,1322604,source_gamma,"tp-link tl-wa860re netwerkrepeater 10,100 mbit/s wit",,,4.395e1,,"tp-link tl-wa860re netwerkrepeater 10,100 mbit/s wit",tp-link,
r246,source_alpha//23593916,133996,source_alpha,,,,,eur,"asus vga nvidia tuf3-gtx1660s-o6g-gaming, gtx 1660 super, 6gb gddr6, 1xdvi, 1xhdmi, 1xdp",asus,
r247,source_beta//25227064,133996,source_beta,,,,,,asus tuf3 gtx 1660s oc - 6gb3xfans1xhdmi1xdp,,
r248,source_gamma//36185664,133996,source_gamma,vga asus tuf gaming geforce gtx 1660 super 6gb gdrr6 oc edition,,,299.9,,vga asus tuf gaming geforce gtx 1660 super 6gb gdrr6 oc edition,,
r249,source_alpha//46536228,133996,source_alpha,,,,,inr,asus tuf gaming x3 geforce gtx 1660 super oc edition gddr6 6gb 192-bit graphics card,,
r250,source_beta//61268150,133996,source_beta,,,warranty : 3 years with local distributor - avertek,,sgd,asus tuf gaming geforce gtx 1660 super oc 6gb pci-expressx16 graphics card (tuf-3gtx1660s-o6g-gaming) (warranty 3years with local distributor),,
r251,source_gamma//66610925,133996,source_gamma,asus geforce gtx1660 super 6gb gddr6 gaming tuf3,,,,,asus geforce gtx1660 super 6gb gddr6 gaming tuf3,,
r252,source_alpha//10492407,1340990,source_alpha,,,,,mxn,"router tp-link archer c60 - 2,4/5 ghz - 867 mbit/s - 5x rj-45 - 5 antenas",,
r253,source_beta//25208197,1340990,source_beta,,https://www.leadersystems.com.au/images/nwtl-archerc60.jpg,tp-link archer c60 ac1350 1350mbps wireless dual band router 867mbps@5ghz 450mbps@2.4ghz 4x100mbp...,,aud,tp-link archer c60 ac1350 1350mbps wireless dual band router 867mbps@5ghz 450mbps@2.4ghz 4x100mbps lan/wan usb2 5xantennas ~archer c2 c59 c50,https://www.leadersystems.com.au/images/nwtl-archerc60.jpg,
r254,source_gamma//27154112,1340990,source_gamma,tp-link archer c60 ieee 802.11ac ethernet wireless router - 2.40 ghz ism band - 5 ghz unii band(5 x external) - 168.75 mb/s wireless speed - 4 x network port - 1 x broadband port - fast ethernet - vpn supported - desktop,,,$59.99,,tp-link archer c60 ieee 802.11ac ethernet wireless router - 2.40 ghz ism band - 5 ghz unii band(5 x external) - 168.75 mb/s wireless speed - 4 x network port - 1 x broadband port - fast ethernet - vpn supported - desktop,,
r255,source_alpha//27627523,1340990,source_alpha,,,,,huf,tp-link archer c60 ac1350 wifi dualband router (5172131971),tp-link,
r256,source_beta//33671496,1340990,source_beta,,,,,,router wifi archer c60 ac1350 dual,,
r257,source_gamma//3519173,1340990,source_gamma,router wifi ac1350 dual band 867mb/s 5ghz+450mb/s 2.4ghz tp-link,,,65,,router wifi ac1350 dual band 867mb/s 5ghz+450mb/s 2.4ghz tp-link,,
r258,source_alpha//15706622,1342433,source_alpha,,,,,eur,western digital sn750 m.2 250 gb pci express 3.0 nvme,,
r259,source_beta//24038705,1342433,source_beta,,western digital,"product informationlevel up to nvme ssd performancethe wd black™ sn750 nvme™ ssd delivers top-tier performance for gaming and hardware enthusiasts who are looking to build or upgrade their pc. available in capacities up to 2tb, the wd black sn750 nvme ssd rivals some of the best performing drives on the market to help give gamers that competitive edge.performance matterslive life in the fast lane, whether you're looking to boost your system's overall responsiveness or load games and levels quickly, the wd black drive cuts down on your wait time to get back into action and gets you ahead of the game.space to playat the core of the wd black drive is its revolutionary nand technology. by doubling the storage density from its previous generation, our 64-layer 3d nand pushes the limitations of storage and showcases the amazing feat of nand innovation. this means extended capacity on a single-sided drive that's roughly the size of a gumstick, enough to store your large files and video games.sleek heatsink designevery system is not created equal. from different graphics cards and cpus to dram and storage, pcs all differ in performance and appearance. the wd black ssd's sleek and modern heatsink model1 goes well with desktop pc builds that support the m.2 form factor and is the perfect component to complement systems with rgb lighting and other cooling technologies, such as water cooling.sn750 is available with or without heatsink.wd black ssd dashboardthe wd black ssd dashboard gives you the ability to optimize performance by enabling the gaming mode feature. this disables the low power mode function on the ssd, which keeps your drive firing on all cylinders during intense gaming sessions.show more;",,eur,western digital black sn750 250gb nvme pci express 3.0 x 4 ssd,western digital,
r260,source_gamma//29566041,1342433,source_gamma,western digital wd black sn750 250gb nvme ssd,,,99.00,,western digital wd black sn750 250gb nvme ssd,,
r261,source_alpha//35916899,1342433,source_alpha,,,,,eur,western digital m.2 pci-e gen3 256 gb sn750 black,western digital,
r262,source_beta//38772619,1342433,source_beta,,,wd black sn750 250gb m.2 nvme internal ssd ( wds250g3x0c ),,inr,wd black sn750 250gb m.2 nvme internal ssd ( wds250g3x0c ),,
r263,source_gamma//39152723,1342433,source_gamma,250gbwd - black high-performance nvme pcie gen3 (wds250g3x0c),,,7418.00,,250gbwd - black high-performance nvme pcie gen3 (wds250g3x0c),,
r264,source_alpha//16934958,1366684,source_alpha,,,,,aud,ram-b-201u-c - ram long double socket arm for 1ball bases - overall length: 6,,
r265,source_beta//19467145,1366684,source_beta,,,"the ram-b-201u-c, long length double socket arm, has a socket at both ends that accommodates b size 1\"" balls. a single spring inside the arm, keeps the socket open, allowing you to insert the ball into the socket connection. ram's socket technology allows for almost infinite adjustment to achieve the perfect viewing angle.dimensions:overall length: 6\""socket-to-socket length: 5.25\""",,usd,"ram mounts ram long length double socket arm for b size 1\"" balls",,
r266,source_gamma//1970598,1366684,source_gamma,"ram long double socket arm 1\"" balls",,,34.95,,"ram long double socket arm 1\"" balls",ram mounts,
r267,source_alpha//19906097,1366684,source_alpha,,,,,gbp,ram mount double socket arm long for 1 ball,,
r268,source_beta//25446597,1366684,source_beta,,ram mounts,,,,"ram-b-201u-c - ram long double socket arm for 1\"" ball bases - overall length: 6\""",ram mounts,
r269,source_gamma//46652889,1366684,source_gamma,"ram® double socket arm (long 6\"")",,,21.49,,"ram® double socket arm (long 6\"")",,
r270,source_alpha//16100726,1369273,source_alpha,,,,,nzd,sandisk extreme pro cf 128gb vpg65 160mb/s,,
r271,source_beta//27926004,1369273,source_beta,,sandisk,"shoot cinema-quality video with the latest vpg-65 guaranteeextreme continuous shot-to-shot performance with up to 140mb/s (933x)extreme transfer speed moves data to the computer at up to 160mb/s (1067x)world's first high capacity card (256gb) optimised for 4k video capture with vpg-65rtv silicone coating for added protection against shock and vibrationbacked by rigorous stress, shock and vibration testing proceduresbacked by a lifetime warranty",,gbp,sandisk extreme pro compact flash memory card 128gb - optimised for 4k video,sandisk,
r272,source_gamma//412460,1369273,source_gamma,"sandisk extreme pro compactflash 128gb 160mb/s r, 150mb/s w",,,360.0,,"sandisk extreme pro compactflash 128gb 160mb/s r, 150mb/s w",,
r273,source_alpha//42404872,1369273,source_alpha,,,,,gbp,sandisk 128gb extreme pro compactflash memory card,,
r274,source_beta//45853159,1369273,source_beta,,sandisk,"sandisk products are constructed to the good standards and rigorously tested. you can be confident in the good quality, performance and reliability of every sandisk product.you can be confident in the good quality, performance and reliability of every sandisk product. unique, sleek design for the modern home. with these speeds you can be sure that every transfer or save will end faster than ever before. compatible with compactflash supporting host devices. dimension-1.7 x 1.4 x 0.13 inches.",,usd,sandisk extreme pro 128gb compactflash memory card udma 7 speed up to 160mb/s- sdcfxps-128g-x46,sandisk,
r275,source_gamma//51974501,1369273,source_gamma,sandisk extremepro compactflash cf 128gb 160mb/s memory card,,,359,,sandisk extremepro compactflash cf 128gb 160mb/s memory card,sandisk,
r276,source_alpha//11453264,137125,source_alpha,,,,,aud,asus geforce gtx1660 super phoenix oc 6gb gddr6,,
r277,source_beta//20944802,137125,source_beta,,,,,zar,"asus phoenix gtx 1660s oc - 6gb,1xfan,1xhdmi,1xdp",,
r278,source_gamma//21367693,137125,source_gamma,asus gtx1660s 6gb ph gddr6,,,,,asus gtx1660s 6gb ph gddr6,,
r279,source_alpha//30639668,137125,source_alpha,,,,,eur,asus geforce gtx 1660 super ph-gtx1660s-o6g 6.0 gb high end graphics card,asus,
r280,source_beta//33538650,137125,source_beta,,,warranty : 3 years with local distributor - avertek,,sgd,asus phoenix geforce gtx1660 super oc 6gb pci-expressx16 graphics card (ph-gtx1660s-06g) (warranty 3years with local distributor),,
r281,source_gamma//35951391,137125,source_gamma,asus phoenix geforce gtx 1660 super 6gb oc 192bit gddr6,,,2552.26,,asus phoenix geforce gtx 1660 super 6gb oc 192bit gddr6,asus,
r282,source_alpha//13466855,137764,source_alpha,,,,,jod,lacie moon silver mobile drive usb-c & usb 3.0 cable,,
r283,source_beta//21617806,137764,source_beta,,,,,,lacie|mobile drive|2tb|usb-c|colour silver|sthg2000400,,
r284,source_gamma//23605781,137764,source_gamma,lacie 2tb 2.5 mobile portable usb 3.0 moon silver,,,2384.81,,lacie 2tb 2.5 mobile portable usb 3.0 moon silver,,
r285,source_alpha//27198925,137764,source_alpha,,,,,,lacie 2tb mobile drive usb 3.1-c silver,,
r286,source_beta//37471512,137764,source_beta,,lacie,,,aed,"lacie 2tb usb 3.1 type-c mobile drive, moon silver",lacie,
r287,source_gamma//52590809,137764,source_gamma,seagate lacie 2tb 2.5 mobile portable usb 3.0 moon silver,,,"r2 179,99 incl tax",,seagate lacie 2tb 2.5 mobile portable usb 3.0 moon silver,,
r288,source_alpha//20525609,1382225,source_alpha,,,,,usd,ernie ball 2222 hybrid slinky nickel wound electric guitar 6 string 9-46,,
r289,source_beta//2392632,1382225,source_beta,,,,,eur,2222 hybrid slinky 9/46 ernie ball,,
r290,source_gamma//26280964,1382225,source_gamma,ernie ball 9-46 hybrid slinky guitar strings,,,5.49,,ernie ball 9-46 hybrid slinky guitar strings,,
r291,source_alpha//3474924,1382225,source_alpha,,,,,,ernie ball hybrid slinky electric strings 9-46,ernie ball,
r292,source_beta//35590985,1382225,source_beta,,ernie ball,"ernie ball 2222 hybrid slinky electric guitar strings 9-46 - single - ernie ball - single - hybrid gauge 09-46. ernie ball slinkys the iconic light gauge electric guitar strings widely revered by hundreds of guitar greats including jimi hendrix, eric clapton, keith richards, jimmy page, the edge and john mayer.",,aud,ernie ball 2222 hybrid slinky electric guitar strings 9-46,ernie ball,
r293,source_gamma//37848549,1382225,source_gamma,ernie ball hybrid slinky 9-46 electric guitar strings,,,7.99,,ernie ball hybrid slinky 9-46 electric guitar strings,,
r294,source_alpha//1133012,1385673,source_alpha,,,,,gbp,r550 spd sl road pedals,shimano,
r295,source_beta//12428859,1385673,source_beta,,shimano,"shimano pd-r550 spd-sl pedal blackroad bike pedals in tiagra quality. the low cost entry into the spd-sl system.- wide pedal platform for foot-pedal stability- low maintenance sealed cartridge axle unit- large binding target for quick engagement- adjustable cleat tension with indicators- use: road series- model: pd-r550- spd-sl: single sided- pedal axle: chromoly steel- sealed mechanism: yes- release tension adjustable: yes- pedal body: aluminum painted- pedal body cover: plastic- cleats: sm-sh11, cleats optional: sm-sh10/sm-sh12- weight: 310g / pairdelivery: incl.cleats",,eur,shimano pd-r550 spd-sl pedal black,shimano,
r296,source_gamma//23053126,1385673,source_gamma,shimano shimano r550 - spd-sl road pedals - black,,,99.99,,shimano shimano r550 - spd-sl road pedals - black,shimano,
r297,source_alpha//26049981,1385673,source_alpha,,,,,aud,shimano r550 spd-sl pedals - black,,
r298,source_beta//27263164,1385673,source_beta,,shimano,shimano tiagra pedal,,aud,shimano pd-r550 spd-sl pedal blk,shimano,
r299,source_gamma//51115559,1385673,source_gamma,shimano r550 spd sl pedals,,,£69.99,,shimano r550 spd sl pedals,shimano,
r300,source_alpha//13174650,139209,source_alpha,,,,,eur,garmin fenix 5 gray black 010-01688-00,,
