record_id,spec_id,entity_id,source,llm_title,llm_brand,llm_description,llm_price,llm_priceCurrency,llm___title,llm___brand,llm___model
r428,source_gamma//28282387,161548,source_gamma,"epson (t1285) multipack róka (t1281,t1282,t1283,t1284) c13t12854010",,,15999,huf,"epson (t1285) multipack róka (t1281,t1282,t1283,t1284) c13t12854010",,
r429,source_alpha//35527544,161548,source_alpha,compatible epson t1285 bk/c/m/y multipack of ink cartridges (t1285bkcmymulticom),epson,,9.99,gbp,compatible epson t1285 bk/c/m/y multipack of ink cartridges (t1285bkcmymulticom),epson,
r430,source_beta//46054102,161548,source_beta,"epson t1285 multipack ink cartridge (black, cyan, magenta, yellow)",epson,"to fit: bx305f, bx305fw, s22, sx125, sx420w, sx425w",47.08,gbp,"epson t1285 multipack ink cartridge (black, cyan, magenta, yellow)",epson,
r431,source_gamma//46918,161548,source_gamma,epson t1285 multipack standard capacity patronok (eredeti),,kompatibilis:,16257,,epson t1285 multipack standard capacity patronok (eredeti),,
r432,source_alpha//14628836,1649038,source_alpha,ubiquiti unifi cloudkey gen2 plus,ubiquiti,"3 gb ram, 32 gb emmc, 1 tb hdd, 8-core 2.0ghz arm, 10/100/1000 ethernet port, bluetooth",245.00,eur,ubiquiti unifi cloudkey gen2 plus,ubiquiti,
r433,source_beta//15168588,1649038,source_beta,"uck-g2-plusubiquiti unifi cloud key, g2, with hdd",,,1.15,ghs,"uck-g2-plusubiquiti unifi cloud key, g2, with hdd",,
r434,source_gamma//26222034,1649038,source_gamma,ubiquiti unifi cloud key gen2 plus,,"ubiquiti unifi cloud key gen2 plus, includes 1tb 2.5inch hdd (can be user upgraded), 4x more powerful than cloud key, bluetooth setup via mobile app, powered by 802.3af poe or usb-c, built in battery, front panel display",329.00,aud,ubiquiti unifi cloud key gen2 plus,,
r435,source_alpha//3350933,1649038,source_alpha,ubiquiti unifi ap ac lite 802.11ac dual radio access point,ubiquiti,"ubiquiti unifi cloud key gen 2 plusmanage your unifi networking and video devices simultaneously with the new multi-application unifi cloud key g2 plus. designed for easy deployment, the cloud key g2 plus can be quickly configured over bluetooth using the unifi mobile applications. the front panel display shows vital system stats for your unifi networking hardware and unifi protect video cameras. a built-in battery provides protection against power loss. for video storage, it also includes a 1 tb hdd, which is upgradeable to 5 tb.features:includes unifi protect video surveillance softwareincludes unifi sdn network management softwareeasy setup with unifi and unifi protect mobile appspowered by 802.3af poe or qc 2.0 usb-cbuilt-in battery for automatic safe shutdown1 tb 2.5\"" hard drive included (upgradeable to 5 tb)front panel display for at-a-glance system details",139.0,aud,ubiquiti unifi ap ac lite 802.11ac dual radio access point,ubiquiti,
r436,source_beta//33554159,1649038,source_beta,ubiquiti unifi cloud key controller gen2 plus with hdd,ubiquiti networks (ubnt),"ubiquiti unifi cloud key controller gen2 plus with hdd (1tb hdd, 802.3af poe in, front panel display)",211.22,gbp,ubiquiti unifi cloud key controller gen2 plus with hdd,ubiquiti networks (ubnt),
r437,source_gamma//53571593,1649038,source_gamma,"ubiquiti unifi cloud key, g2, with hdd",,"3 gb ram, 32 gb emmc, 1 tb hdd, 8-core 2.0ghz arm, 10/100/1000 ethernet port, bluetooth",2083.313601,try,"ubiquiti unifi cloud key, g2, with hdd",,
r438,source_alpha//29653526,1669570,source_alpha,"evans 22"" emad2 batter clear",,"featuring an outer 7mil ply, plus an inner ply of 10mil, the evans emad 2 series provides you with enhanced attack, focus, and durability thanks to the unparalleled industry standard emad (externally mounted adjustable damping) system.as used by:jay weinbergbrian frasier-mooreanika nillesspecssounddurable, attacking, and versatile, powerful deep thudply2 plythickness7mil outer, 10mil innercoated/clearcleardiameter22""",114.99,aud,"evans 22"" emad2 batter clear",,
r439,source_beta//39601283,1669570,source_beta,evans emad2 22in clear bass drum head,,"with a sharp attack and a focused and pronounced low-end, the emad2 is a2-ply version of the popular original. the combination of a 7mil outerply and 10mil inner ply offer extreme durability,while the twointerchangeable damping rings allow the player to adjust sustain andfeel.together, they offer control, low-end, and articulation wellsuited to heavy rock and double bass.",49.99,gbp,evans emad2 22in clear bass drum head,,
r440,source_gamma//43030325,1669570,source_gamma,evans emad 2 clear batter bass drumhead 22 in.,,"overviewapply just the right amount of dampening to your bass drum.with the included damping rings, the user can change the amount of ring in seconds to maximize attack and low end. 2-ply head.",48.99,usd,evans emad 2 clear batter bass drumhead 22 in.,,
r441,source_alpha//48983933,1669570,source_alpha,"evans bd22 emad2 clear 22"" bass drum head",,"evans bd22 emad2 clear 22"" bass drum head 2-ply head with 2x externally mounted variable sound mufflers (2cm + 4cm). big sub bass and attack.",52,eur,"evans bd22 emad2 clear 22"" bass drum head",,
r442,source_beta//63899324,1669570,source_beta,evans emad2 clear bass batter,,"evans emad2 series features two plies of film. the outer ply of 6.5mil and an inner ply of 10mil film provides an enhanced attack, focus and durability. the emad2 contains two interchangeable damping rings that maximize attack and low-end without removing the head or reaching inside the drum. the unparalleled industry standard externally mounted adjustable damping (emad) system allows the player to adjust attack and focus.",4.699e1,usd,evans emad2 clear bass batter,,
r443,source_gamma//66447087,1669570,source_gamma,"evans bd22emad2 22\"" clear bass drum head",evans,,89.95,aud,"evans bd22emad2 22\"" clear bass drum head",evans,
r444,source_alpha//1592378,1670653,source_alpha,seagate - backupplus slim 11.7mm 1tb hdd usb 3.0/2.0 compatible with windows and mac black,,"seagate backupplus slim 11.7mm 1tb hdd usb 3.0/2.0 compatible with windows and mac black (sthn1000400) - grensesnitt: usb - installert: 1tb - max disker: 1 - raid: nei - type: ekstern - diskstørrelse: 2.5\""",805.00,nok,seagate - backupplus slim 11.7mm 1tb hdd usb 3.0/2.0 compatible with windows and mac black,,
r445,source_beta//21925647,1670653,source_beta,seagate backup plus slim 1tb usb 3.0 schwarz (sthn1000400),,,,,seagate backup plus slim 1tb usb 3.0 schwarz (sthn1000400),,
r446,source_gamma//25884896,1670653,source_gamma,1tb backup plus slim - black,,textured metal finish fits in with modern lifestyle elements.,99.99,nzd,1tb backup plus slim - black,,
r447,source_alpha//32298064,1670653,source_alpha,seagate backup plusexternal hard drive 1000 gb black,,"the good things add upthink about it. photos, movies, documents. phones, tablets, laptops. your digital world is made of many parts that add up fast. because we believe that managing all these files, across all these devices, should be easy and not a burden, we designed a family of premium portable hard drives to help you balance things out.high capacity. stellar stylerefined and understated. cozy and textured. backup plus comes in an array of styles made to compliment your signature look. and whether you’re storing yearly tax documents or ever-growing collections of high-res photos, capacity won’t be an issue.usb-c, usb 3.0 readyfrom the latest usb-c laptops to legacy usb 3.0/2.0 computers, our three external backup plus hard drives offer various interface compatibilities so that you can choose what’s right for you. and they all work with windows® and mac® out of the box.advanced data securitybackup plus hard drives go above and beyond to help keep your file folders secure with time-tested reliability and password protection through hardware encryption — the same standard used by the u.s. government and global intelligence agencies.convenient backupmaybe you’re diligent about backup. maybe you’re a pro at putting it off until tomorrow. whatever your style, backup plus portable drives offer an array of easy-to-use software tools.back up on demand with one clickschedule automatic hourly, daily, weekly, or monthly backups.mirror folders for seamless file management.edit photos with adobe creative cloudeasily edit, organise, store, and share your full-resolution photos from anywhere with a two-month complimentary membership to adobe creative cloud photography plan.1 edit photos with the powerful and easy-to-use interface of lightroom cc and combine images into rich, multilayered artwork with photoshop cc. * please note all prices quoted are excluding vat",67,gbp,seagate backup plusexternal hard drive 1000 gb black,,
r448,source_beta//36571603,1670653,source_beta,seagate backup plus slim 1tb black,,seagate backup plus slim 1tb black,50,eur,seagate backup plus slim 1tb black,,
r449,source_gamma//42477161,1670653,source_gamma,seagate backup plus slim sthn1000400 - hard drive - 1 tb - usb 3.0,,"the seagate backup plus slim portable drive simplifies backup for consumers who want to help protect their entire digital life locally, in the cloud, from mobile devices or from social networks. the slim, metal design allows you to slide the drive into your pocket, purse or backpack and carry it with you. via the seagate dashboard, use the protect function to set up a one-click plan or schedule your automatic local backup. keep multiple copies of your files in case disaster strikes. install the free seagate mobile backup app on an ios or android mobile device to back up all of the pictures and videos from the device to the drive or the cloud. back up mobile devices via a wi-fi connection while at home, or use services like dropbox or google drive while on-the-go, away from home.with the save feature, user-generated content can be backed up from your favorite social networks. capture a memory, post it on a social networking site, and let the seagate dashboard automatically back up any content posted, even pho",62.49,usd,seagate backup plus slim sthn1000400 - hard drive - 1 tb - usb 3.0,,
r450,source_alpha//12535077,167983,source_alpha,apc by schneider electric apcrbc133 replacement battery 133,,,239.99,usd,apc by schneider electric apcrbc133 replacement battery 133,,
r451,source_beta//14494,167983,source_beta,apc rbc133 replacement battery cartridge,,"tested and approved to restore the performance of your apc ups. it maintains ups safety certifications (ul, vde, and csa) and lifetime equipment protection policy (as applicable). it designed by apc by schneider electric exclusively for apc ups's for complete compatibility with the intelligent battery management system.",227.42,usd,apc rbc133 replacement battery cartridge,,
r452,source_gamma//21017294,167983,source_gamma,apc schneider replacement batt cartridge no.133,,part number :apcrbc133,415.00,aud,apc schneider replacement batt cartridge no.133,,
r453,source_alpha//24818262,167983,source_alpha,apc - replacement battery cartridge #133 accs,,apc replacement battery cartridge #133 accs (apcrbc133) - effekt: 0va - produkt: ekstra batteri,2484.00,dkk,apc - replacement battery cartridge #133 accs,,
r454,source_beta//28129178,167983,source_beta,apc replacement battery cartridge #133 (apcrbc133),,,29910,rub,apc replacement battery cartridge #133 (apcrbc133),,
r455,source_gamma//29457595,167983,source_gamma,apc apcrbc133 sealed lead acid (vrla),,"apc apcrbc133, sealed lead acid (vrla), 1 pc(s), black, 432 vah, 5 year(s), reach no svhcs",0.0,eur,apc apcrbc133 sealed lead acid (vrla),,
r456,source_alpha//12226142,1711993,source_alpha,brother lc-1220bk ink cartridge for dcp-j525w/dcp-j725dw/dcp-j925dw/mfc-j430w,,,37.00,bgn,brother lc-1220bk ink cartridge for dcp-j525w/dcp-j725dw/dcp-j925dw/mfc-j430w,,
r457,source_beta//15239307,1711993,source_beta,brother lc1220bk black original ink cartridge,brother,,19.34,gbp,brother lc1220bk black original ink cartridge,brother,
r458,source_gamma//18952051,1711993,source_gamma,brother blekk svart lc1220bk - dcp-j925dw,brother,,215,nok,brother blekk svart lc1220bk - dcp-j925dw,brother,
r459,source_alpha//22898216,1711993,source_alpha,brother bläck svart lc1220bk - dcp-j925dw,brother,,225,sek,brother bläck svart lc1220bk - dcp-j925dw,brother,
r460,source_beta//36577937,1711993,source_beta,brother lc1220bk black ink cartridge,,"duty cycle: up to 300 pages, colour: black, for use with: brother dcp j525w, j725dw, j925dw brother mfc j430w, j625dw, j825dw, j825n...",14.99,gbp,brother lc1220bk black ink cartridge,,
r461,source_gamma//50708745,1711993,source_gamma,originele inkjetcartridge brother lc1220bk zwart,,,15.21,eur,originele inkjetcartridge brother lc1220bk zwart,,
r462,source_alpha//15278869,174254,source_alpha,"epson tinte t7012 cyan xxl, 34 ml",epson,,51.40,eur,"epson tinte t7012 cyan xxl, 34 ml",epson,
r463,source_beta//18208724,174254,source_beta,epson pyramidwp4000/4500 inkjet cartridge extra high yield cyan. oem: c13t70124010 ep49009,epson,epson pyramidwp4000/4500 inkjet cartridge extra high yield cyan. oem: c13t70124010 ep49009,62.45,gbp,epson pyramidwp4000/4500 inkjet cartridge extra high yield cyan. oem: c13t70124010 ep49009,epson,
r464,source_gamma//19732325,174254,source_gamma,"epson t7012 patron cyan 3,4k (eredeti)",,,14291,,"epson t7012 patron cyan 3,4k (eredeti)",,
r465,source_alpha//21381893,174254,source_alpha,cyan inkjet cartridge xxl (t7012),,epson cartridge xxl cyan for wp 4000/4500 3400 pages (læs mere),503,dkk,cyan inkjet cartridge xxl (t7012),,
r466,source_beta//21439184,174254,source_beta,epson atrament wp4000/4500 series cyan xxl c13t70124010,,,64.08,eur,epson atrament wp4000/4500 series cyan xxl c13t70124010,,
r467,source_gamma//32650570,174254,source_gamma,epson blekk cyan t7012 xxl - wp4000/4500,epson,,795,nok,epson blekk cyan t7012 xxl - wp4000/4500,epson,
r468,source_alpha//14935301,1761376,source_alpha,garmin fēnix 6x pro sapphire,,"show your wrist what you're made ofpush new limits and explore new challenges — while adding mapping, music, intelligent pace planning and more to your workouts with the fēnix 6x selection of premium smartwatches. wrist-based heart rate1and pulse ox2sensors add insight to your fitness activities dynamic pacepro™feature helps you run smarter over various types of terrain preloaded ski maps for more than 2,000 resorts around the world measure running and cycling performance in ways you didn't know were possible navigate your world with multi-gnss satellite reference and outdoor sensors sync your favouritestreaming servicesand listen to music without your phone",52980.00,mkd,garmin fēnix 6x pro sapphire,,
r469,source_beta//30140018,1761376,source_beta,garmin fenix 6x pro sapphire | carbon grey dlc | black rubber strap 010-02157-11,garmin,"push new limits and explore new challenges — while adding mapping, music, intelligent pace planning and more to your workouts with the fēnix 6x selection of premium smartwatches. the rugged yet sophisticated design features a large 1.4\"" display that's 36% larger than previous fenix models. it is tested to u.s. military standards for thermal, shock and water resistance.the garmin fenix 6x pro sapphire edition adds a scratch-resistant sapphire lens and premium materials.the core features of the fenix 6x series:wrist-based heart rate and pulse ox sensor adds insight to your fitness activitiesdynamic pacepro feature helps you run smarter over various types of terrainpreloaded ski maps for more than 2,000 resorts around the worldmeasure running and cycling performance in ways you didn't know were possiblesync your favourite streaming services (spotify, deezer and amazon) and listen to music without your phonedon’t be limited by battery life. go up to 21 days between charges in smartwatch modefit the look to your lifestyle adding a variety of quickfit band options to the stainless steelcarbon grey dlc-coated bezelwarranty2 year official warrantylens materialsapphire crystalbezel materialcarbon grey dlc stainless steelcase materialfibre-reinforced polymer with metal rear coverwatch bandquickfit compatible (26mm)strap materialsiliconephysical size51 x 51 x 14.90 mmfits wrists with127-210 mmcircumferencedisplay size1.40\"" (35.56 mm) diameterdisplay resolution280 x 280 pixelsdisplay typecolour, sunlight-visible, transflective memory-in-pixel (mip)weight93 g (case only: 66 g)battery lifesmartwatch: up to 21 daysgps: up to 60 hoursgps and music: up to 15 hoursmax battery gps mode: up to 120 hoursexpedition gps mode: up to 46 daysbattery saver watch mode: up to 80 dayswater rating10 atmstorage32 gbclock featurestime/date, gps time sync, automatic dst, alarm, timer, stopwatch, sunrise/sunset timessensorsgps/glonass/galileo, garmin elevate wrist hr, barometric altimeter, compass, gyroscope, accelerometer, thermometer, pulse oxsmart featuresdownloadable apps and customisations, phone notifications, text response and reject phone calls (android only)connectivitybluetooth, ant+, wi-fidaily featurescalendar, weather, battery saver, control smartphone music, play and control watch music, find my phone, find my watch, virb camera remote, garmin paymusic storageup to 2000 songssmartphone compatibilityiphone, androidsafety featureslivetrack, group livetrack, live event sharing, incident detection during certain activities, assistancetactical featuresdual grid co-ordinatesactivity featuresstep counter, move bar (activity reminder), auto step goal, sleep monitoring, calories burnt, floors climbed, distance travelled, intensity minutes, trueup, move iq, fitness age (in app), body battery energy monitor, all-day stress trackinggym/workout profilesstrength, cardio and elliptical training, stair stepping, floor climbing, indoor rowing and yogaworkoutscardio, strength, automatic rep countertraining featuresgps speed and distance, customisable screens, customisable activity profiles, auto pause, interval training, advanced workouts, downloadable training plans, auto lap, manual lap, configurable lap alerts, heat and altitude acclimationanalysis featuresvo2 max, training status (track training effectiveness and history, fitness level trend), training load, training effect (anaerobic vs aerobic effectiveness),garmin live segments, strava live segmentsperformance featurescustomisable alerts, audio prompts, finish time, virtual partner, race an activity, auto multisport activities, multi-sport, course guidanceplanning featuresround-trip course creator (run/cycle), trendline popularity routingheart rate featureshr zones, hr alerts, hr calories, % hr max, % hrr, recovery time, auto max hr, hrv stress test with compatible strap, hr broadcastrunning profilesrunning / treadmill run, trail runrunning featuresgps-based distance, time and pace. cadence, real-time performance compared to average (after 6-20 mins). pacepro pacing strategies. run workouts, race predictor.running features (with additional accessories)running dynamics, vertical oscillation and ratio, ground contact time and balance, real time stride length, lactate threshold.golfing featurespreloaded with 41,000 worldwide courses, yardage to front/middle/back, yardage to layups/doglegs, measure shot distance automatically, digital scorecard, custom course targets, stat tracking (strokes, putts per round, greens and fairways hit), garmin autoshot, full vector map, auto course-view updates, green view with manual pin position, hazards and course targets, pin-pointer, playslike distance, handicap, truswing compatible, round timer/odometer, automatic club tracking (with accessory)outdoor profilestrail running, running, hiking, climbing, mountain biking, skiing, snowboarding, xc skiing, stand-up paddleboarding, rowing, kayaking, jumpmaster, tacticaloutdoor featurespoint-to-point navigation, breadcrumb trail in realtime, back to start, tracback, ultratrac mode, distance to destination, barometric trend indicator with storm alert, climbpro ascent planner, trail run auto climb, vertical speed, total ascent/descent, future elevation plot, compatible with basecamp. projected waypoint, sight 'n' go, area calculation (with connect iq),hunt/fish calendar (with connect iq),sun and moon info (with connect iq). xero locations, expedition gps activity.mapspreloaded topoactive europe maps, preloaded ski resort maps. around me map mode, elevation profile, gps co-ordinates. downloadable cartography support.cycling profilesbiking, indoor biking, mountain biking, triathloncycling featuresalerts (time, distance, heart rate goals), courses, garmin cycle map, race an activity, manual bike lap.cycling features (with accessories) functional threshold power, speed and cadence support (ant+ / bluetooth accessories). bike lap and lap maximum power. compatible with vector power meters, varia vision, varia radar, varia lightsswimming profilespool swimming, open water swimming, swimming/runningopen-water metricsdistance, pace, stroke count/rate, stroke distance, swim efficiency (swolf), caloriespool swim metrics and featureslengths, distance, pace, stroke count, swim efficiency (swolf), calories, stroke type detection (freestyle, backstroke, breaststroke, butterfly), drilling logging, basic rest timerswimming featurescountdown start, pool swim workouts, underwater wrist- based heart rate. heart rate from external hrm (with hrm-tri and hrm- swim)",,,garmin fenix 6x pro sapphire | carbon grey dlc | black rubber strap 010-02157-11,garmin,
r470,source_gamma//30153177,1761376,source_gamma,fēnix 6x sapphire - carbon grey dlc with black band,,"​prices include vatshow your wrist what you're made ofpush new limits and explore new challenges — while adding mapping, music, intelligent pace planning and more to your workouts with the fēnix 6x selection of premium smartwatches.wrist-based heart rate1and pulse ox2sensors add insight to your fitness activitiesdynamic pacepro™feature helps you run smarter over various types of terrainpreloaded ski maps for more than 2,000 resorts around the worldmeasure running and cycling performance in ways you didn't know were possiblenavigate your world with multi-gnss satellite reference and outdoor sensorssync your favouritestreaming servicesand listen to music without your phone",800,eur,fēnix 6x sapphire - carbon grey dlc with black band,,
r471,source_alpha//30651444,1761376,source_alpha,"garmin, fenix 6x pro & sapphire edition gps watch 51mm",garmin,"garmin, fenix 6x - pro and sapphire editions, 51mm, watch carbon grey dlc with black band",699,gbp,"garmin, fenix 6x pro & sapphire edition gps watch 51mm",garmin,
r472,source_beta//31634379,1761376,source_beta,garmin fenix 6 010-02157-11 fēnix 6x sapphire watch,garmin,high grade multisport gps smartwatch,802.00,gbp,garmin fenix 6 010-02157-11 fēnix 6x sapphire watch,garmin,
r473,source_gamma//36027066,1761376,source_gamma,orologio garmin fenix 6 010-02157-11 fēnix 6x sapphire,garmin,high grade multisport gps smartwatch,849.99,eur,orologio garmin fenix 6 010-02157-11 fēnix 6x sapphire,garmin,
r474,source_alpha//10080614,1764013,source_alpha,"ram-201u-d - ram long length double socket arm for 1.5\"" balls",ram mounts,,,,"ram-201u-d - ram long length double socket arm for 1.5\"" balls",ram mounts,
r475,source_beta//11113121,1764013,source_beta,ram® double socket arm c size,,"c size 1.5"" rubber ballcapacity: up to 1.8 kgpowder coated marine grade aluminum",43,eur,ram® double socket arm c size,,
r476,source_gamma//22194288,1764013,source_gamma,"ram long length double socket arm for c size 1.5\"" balls - ram-201u-d",ram mounts,"description specs & features videos compatible basesthe ram-201u-d, long length double socket arm, has a socket at both ends that accommodates c size 1.5\"" balls. a single spring inside the arm, keeps the socket open, allowing you to insert the ball in to the socket connection. ram's socket technology allows for almost infinite adjustment to achieve the perfect viewing angle.material:powder coated marine grade aluminumball size:1.5\"" rubber ball sizenote:the \""u\"" in the part number reflects product packaged in poly bag.weight:1.64 lbs.dimensions:overall length: 9.125\""socket-to-socket length: 8\""ram long double socket arm for 1.5\"" ball basesram® mounts: ball sizes & weight capacitiesram 2.5\"" round plate with amps hole pattern & c size 1.5\"" ball - ram-202uram 2.43\"" x 1.31\"" diamond base with 1.5\"" - ball - ram-238uram double u-bolt base with 1.5\"" ball for rails from .75\"" to 1.25\"" in diameter - ram-235uram triple suction cup base with 1.5\"" ball - ram-224-3uram medium tough-claw™ with 1.5\"" diameter rubber ball - rap-404uram 3.68\"" round base with 1.5\"" ball - ram-240uram rail base with zinc coated u-bolt & 1.5\"" ball for rails from 0.5\"" to 1.25\"" in diameter - ram-231zuram rail base with \""rust-proof\"" stainless steel u-bolt & 1.5\"" ball - ram-231uram 1.25\"" to 1.875\"" rail clamp base with 1.5\"" ball - ram-271u-12ram 1.5\"" ball base with strap 1\"" to 2.1\"" diameter - ram-108buram 3\"" max width clamp base with 1.5\"" ball - ram-247u-3ram c size 1.5\"" ball on rectangular plate with 1.5\"" x 2\"" 4-hole pattern - ram-202u-225ram 4.75\"" square base with vesa (4 x 75mm) (4 x 100mm) hole patterns & 1.5\"" ball - ram-246uram 75mm x 75mm vesa 3.625\"" plate with 1.5\"" ball - ram-2461uram 3.6\"" x 2.1\"" 35mm x 75mm vesa base with 1.5\"" ball - ram-2462uram 6.25\"" x 2\"" universal electronics base with 1.5\"" ball - ram-111bu",39.49,usd,"ram long length double socket arm for c size 1.5\"" balls - ram-201u-d",ram mounts,
r477,source_alpha//39417365,1764013,source_alpha,"ram long length double socket arm for 1.5\"" balls",,"the ram-201u-d, long double socket arm, has a socket at both ends that accommodates 1.5\"" ball bases. a single spring inside the arm opens the end sockets, allowing you to pivot the ball and socket connection. this socket technology allows for almost infinite adjustment and perfect viewing angles.specificationsdimensions:overall length: 9.125\""socket-to-socket length: 8\""material: powder coated marine grade aluminiumball: c size 1.5\"" rubberaccessoriescompatibilityrelated itemsnotesthe \""u\"" in the part number reflects product packaged in poly bag.instructionsvideos warranty ram warranty",7.395e1,aud,"ram long length double socket arm for 1.5\"" balls",,
r478,source_beta//65110774,1764013,source_beta,"ram long clamp arm c size 1.5\"" (ram-201u-d)",,"included:1 x ram long clamp arm c size 1.5\"" (ram-201u-d)theram-201u-dlong length (23cm) double socket arm features a socket at both endssuitable for c size (1.5\"") balls.inside the ram-201u-d arm, a single spring keeps the socket open, allowing you to insert the ball in to the socket connection. ram's socket technology allows for almost infinite adjustment to achieve the perfect viewing angle.specificationsmaterial:powder coated marine grade aluminumball size:1.5\"" rubber ball \""c\"" sizeoverall length: 9.125\"" (23.17cm)socket-to-socket length: 8\"" (20.32cm)weight:1.64 lbs.lifetime warrantynote:the \""u\"" in the part number reflects product packaged in poly bag.help",70.4,aud,"ram long clamp arm c size 1.5\"" (ram-201u-d)",,
r479,source_gamma//66806426,1764013,source_gamma,ram long clamp ram standard balls(ram-201u-d),ram,"ram® long double socket armprovides an extended reach with an overall length of 9.125\"" and a socket-to-socket length of 8\""attaches to any c size ram® ball component, including mounting bases and device holders; double ball and socket technology allows for near-infinite adjustability of your ram® mounting systemmade of powder-coated, marine-grade aluminum for durability and reliability in the most demanding environmentsbacked by a lifetime warrantythe ram-201u-d consists of a long double socket arm that accommodates 1.5\"" c size ball bases, device holders, and adapters.with an overall length of 9.125\"", this is the longest c size ram® double socket arm size and adds more reach to your favoritemounting solution. the easy to adjust knob allows for near-infinite adjustability.",72.00,aud,ram long clamp ram standard balls(ram-201u-d),ram,
r480,source_alpha//15698661,1776570,source_alpha,new era 9forty new york yankees baseball cap - mlb league basic - navy blue,,"the new era 9forty is an structured, adjustable cap with an embroidered new york yankees logo on a navy blue cap. the new era® flag is embroidered on the left side of the cap. the six panel cap features breathable eyelets with a curved visor and button at top. the open back has an adjustable cotton strap with metal buckle so the hat fits many sizes. the cap is 100% cotton.hat details:made of 100% cotton3d embroidery on the frontnew era flag embroidered on the leftadjustable metal buckle at the backplease note this is a very dark navyhat sizing info:adjustable - cotton back with buckle allows most sizes to fits comfortably. can fit 55m to 61cm comfortably. that means it will fit from small to xl.",18.95,gbp,new era 9forty new york yankees baseball cap - mlb league basic - navy blue,,
r481,source_beta//25487640,1776570,source_beta,new york yankees league basic 9forty marine blanc,new era,"new era10531939new eranew york yankees league basic 9forty marine blanc- casquettes en coton, coloris marine et blanc",25,eur,new york yankees league basic 9forty marine blanc,new era,
r482,source_gamma//26734168,1776570,source_gamma,kappe new era ny yankees 9forty cap,,,1.89e1,eur,kappe new era ny yankees 9forty cap,,
r483,source_alpha//30405525,1776570,source_alpha,sapca new era ny yankees 9forty cap,,,86,ron,sapca new era ny yankees 9forty cap,,
r484,source_beta//33499740,1776570,source_beta,gorra new era ny yankees 9forty cap,,,1.89e1,eur,gorra new era ny yankees 9forty cap,,
r485,source_gamma//361240,1776570,source_gamma,new era ny yankees essential 9forty cap - navy,,"the new era ny yankees essential 9forty cap in navyis a baseball cap for men, packed with technology from one of the worlds biggest cap brands.when you support a team as successful as the new york yankees, you can afford to shout about it. this striking cap does the job in style, with bold colouring throughout, from crown to visor.structured build9forty profilestrap fasteningcontoured crowncurved visor100% cotton",18.99,gbp,new era ny yankees essential 9forty cap - navy,,
r486,source_alpha//1303912,1808651,source_alpha,intel core i7 8700k / 3.7 ghz processor,,"technologyprocessor typedesktoplaunch dateq4'17unlocked multiplieryesmultimedia instructionssse4.2sse4.1avxssesse2sse3aesmmxsse4avx2em64tnx / xdfma3f16cssse3bmi1vt-xtbt2.0 / turbo boost technologyvt-dvr readyyesadvanced technologiesaes new instructionsidle statesthermal monitoring technologiesexecute disable bitintel virtualization technology (vt-x)intel 64enhanced intel speedstep technologyintel virtualization technology for directed i/o (vt-d)intel turbo boost 2.0 technologyintel vpro technologyintel tsx-niintel stable image platform program (sipp)intel optane memoryspecificationscompatibilityintel b360intel h310intel h370intel q370intel z370intel z390cpu corecoffee lakeprocessorcore i7-8700koperating frequency3.7ghzturbo speed4.7ghzcoressix-corenumber of threads12 processing threadssocket typelga 1151level 3 cache12 mb sharedthermal power95wmaximum operating temperature100cprocessor architecture14nmprocessor data width64-bit graphics specificationsgraphics specificationsintel uhd graphics 630graphics coreintel hd graphicsgraphics base frequency350 mhzgraphics max dynamic frequency1.20 ghzintel hd graphicsyesintel hd graphics with dynamic frequencyyesintel quick sync videoyesintel intru 3d technologyyesintel clear video hd technologyyesdual display capableyes memory specificationsintegrated memory controlleryesmaximum memory supported64gbmemory typeddr4-2666memory channels supported2 expansion optionspci express revision3.0pci express configurations1 x16, 2 x8, 1 x8+2 x4pci express ports16 warrantylabor3 yearsparts3 years package contents what's in the boxprocessor",379.99,usd,intel core i7 8700k / 3.7 ghz processor,,
r487,source_beta//21605422,1808651,source_beta,intel core i7 8700k unlocked coffee lake desktop processor/cpu retail,intel,"intel core i7 8700k, s 1151, coffee lake, 6 core, 12 thread, 3.7ghz, 4.7ghz turbo, 12mb cache, 1200mhz gpu, 95w, cpu box",99999.99,gbp,intel core i7 8700k unlocked coffee lake desktop processor/cpu retail,intel,
r488,source_gamma//25271080,1808651,source_gamma,processore intel core i7 8700k,,"processore i7 8700k 3.7 ghz, lga 1151, 6 core, 12 threads,12 mb smartcache",500.28,usd,processore intel core i7 8700k,,
r489,source_alpha//43904710,1808651,source_alpha,"intel processor, core i7-8700k 8th gen",,,402.01,usd,"intel processor, core i7-8700k 8th gen",,
r490,source_beta//48758733,1808651,source_beta,processador intel core i7 8700k lga1151,,brandintelprocessors typedesktopseriescore i7 8th gennameintel core i7-8700kmodelbx80684i78700kdetailscpu socket typelga 1151 (300 series)core namecoffee lake# of cores6-core# of threads12operating frequency3.7 ghzmax turbo frequency4.7 ghzl3 cache12mbmanufacturing tech14nm64-bit supportyeshyper-threading supportyesmemory typesddr4-2666memory channel2virtualization technology supportyesintegrated graphicsintel uhd graphics 630graphics base frequency350 mhzgraphics max dynamic frequency1.2 ghzpci express revision3.0max number of pci express lanes16thermal design power95wcooling devicecooling device not included - processor only,2522.99,brl,processador intel core i7 8700k lga1151,,
